dictionarySeq,originalCategory,aditCatManFlg,aditCatViewType,aditSuperCatID,aditSuperCatName,aditCatGrpID,aditCatViewName,aditInitialRows,originalTag,aditExists,aditViewFlgs,enumeratedFlg,itemEnumClosedFlg,aditItemViewName,aditFormCode,dbType,bmrbType,dbNullable,internalFlg,rowIndexFlg,lclIDFlg,lclSfIdFlg,sfIdFlg,sfLabelFlg,sfCategoryFlg,sfFramecodeFlg,primaryKey,foreignKeyGroup,foreignTable,foreignColumn,indexFlg,dbTableName,dbColumnName,tagCategory,tagField,loopFlg,seq,dbFlg,validateFlgs,valOverideFlgs,defaultValue,bmrbPdbMatchId,bmrbPdbTransFunc,variableTypeMatch,entryIdFlg,OutputMapExistsFlg,aditAutoInsert,datumCountFlgs,metaDataFlgs,tagDeleteFlgs,RefKeyGroup,RefTable,RefColumn,example
27120,heteronucl_T1_relaxation,N,T6,6,kinetics,400,NMR experiments used to derive these data,4,_Heteronucl_T1_experiment.Experiment_name,Y,YHHHH,Y,Y,Experiment name,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,HeteronuclT1Experiment,ExperimentName,Heteronucl_T1_experiment,Experiment_name,Y,20,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27130,heteronucl_T1_relaxation,N,T6,6,kinetics,400,NMR experiments used to derive these data,4,_Heteronucl_T1_experiment.Sample_ID,Y,HHHHH,N,,Sample ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Sample,ID,,HeteronuclT1Experiment,SampleID,Heteronucl_T1_experiment,Sample_ID,Y,30,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,2,Sample,ID,?
27140,heteronucl_T1_relaxation,N,T6,6,kinetics,400,NMR experiments used to derive these data,4,_Heteronucl_T1_experiment.Sample_label,Y,HHHHH,N,,Sample label,1,VARCHAR(127),label,NOT NULL,,N,?,?,N,N,N,Y,,,,,,HeteronuclT1Experiment,SampleLabel,Heteronucl_T1_experiment,Sample_label,Y,40,Y,OOOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?
27150,heteronucl_T1_relaxation,N,T6,6,kinetics,400,NMR experiments used to derive these data,4,_Heteronucl_T1_experiment.Sample_state,Y,HHHHH,Y,N,Sample state,1,VARCHAR(31),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,HeteronuclT1Experiment,SampleState,Heteronucl_T1_experiment,Sample_state,Y,50,Y,OOOOOO,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27160,heteronucl_T1_relaxation,N,T6,6,kinetics,400,NMR experiments used to derive these data,4,_Heteronucl_T1_experiment.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Heteronucl_T1_list,Sf_ID,,HeteronuclT1Experiment,SfID,Heteronucl_T1_experiment,Sf_ID,Y,60,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Heteronucl_T1_list,Sf_ID,?
27170,heteronucl_T1_relaxation,N,T6,6,kinetics,400,NMR experiments used to derive these data,4,_Heteronucl_T1_experiment.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entry,ID,,HeteronuclT1Experiment,EntryID,Heteronucl_T1_experiment,Entry_ID,Y,70,Y,VVVVVV,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1;2;10,Experiment;Sample;Heteronucl_T1_list,Entry_ID;Entry_ID;Entry_ID,?
27180,heteronucl_T1_relaxation,N,T6,6,kinetics,400,NMR experiments used to derive these data,4,_Heteronucl_T1_experiment.Heteronucl_T1_list_ID,Y,HHHHH,N,,Heteronucl T1 list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Heteronucl_T1_list,ID,,HeteronuclT1Experiment,HeteronuclT1ListID,Heteronucl_T1_experiment,Heteronucl_T1_list_ID,Y,80,Y,VVVVVV,VVVVVV,?,?,?,,N,?,5,?,Y,N,10,Heteronucl_T1_list,ID,?
27190,heteronucl_T1_relaxation,N,T6,6,kinetics,400,Software,,_Heteronucl_T1_software.Software_ID,Y,HHHHH,N,,Software ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Software,ID,,HeteronuclT1Software,SoftwareID,Heteronucl_T1_software,Software_ID,Y,10,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,1,Software,ID,?
27200,heteronucl_T1_relaxation,N,T6,6,kinetics,400,Software,,_Heteronucl_T1_software.Software_label,Y,NHHHH,N,,Software label,1,VARCHAR(127),label,NOT NULL,,N,?,?,N,N,N,Y,,,,,,HeteronuclT1Software,SoftwareLabel,Heteronucl_T1_software,Software_label,Y,20,Y,OOOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?
27210,heteronucl_T1_relaxation,N,T6,6,kinetics,400,Software,,_Heteronucl_T1_software.Method_ID,Y,HHHHH,N,,Method ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Method,ID,,HeteronuclT1Software,MethodID,Heteronucl_T1_software,Method_ID,Y,30,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,2,Method,ID,?
27220,heteronucl_T1_relaxation,N,T6,6,kinetics,400,Software,,_Heteronucl_T1_software.Method_label,Y,HHHHH,N,,Method label,1,VARCHAR(127),label,,,N,?,?,N,N,N,Y,,,,,,HeteronuclT1Software,MethodLabel,Heteronucl_T1_software,Method_label,Y,40,Y,OOOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?
27230,heteronucl_T1_relaxation,N,T6,6,kinetics,400,Software,,_Heteronucl_T1_software.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Heteronucl_T1_list,Sf_ID,,HeteronuclT1Software,SfID,Heteronucl_T1_software,Sf_ID,Y,50,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Heteronucl_T1_list,Sf_ID,?
27240,heteronucl_T1_relaxation,N,T6,6,kinetics,400,Software,,_Heteronucl_T1_software.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entry,ID,,HeteronuclT1Software,EntryID,Heteronucl_T1_software,Entry_ID,Y,60,Y,OOOOOO,OOOOOO,?,?,?,,Y,?,3,?,Y,N,1;2;10,Software;Method;Heteronucl_T1_list,Entry_ID;Entry_ID;Entry_ID,?
27250,heteronucl_T1_relaxation,N,T6,6,kinetics,400,Software,,_Heteronucl_T1_software.Heteronucl_T1_list_ID,Y,HHHHH,N,,Heteronucl T1 list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Heteronucl_T1_list,ID,,HeteronuclT1Software,HeteronuclT1ListID,Heteronucl_T1_software,Heteronucl_T1_list_ID,Y,70,Y,OOOOOO,OOOOOO,?,?,?,,N,?,5,?,Y,N,10,Heteronucl_T1_list,ID,?
27260,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.ID,N,HHHHH,N,,ID,0,INTEGER,int,NOT NULL,,Y,Y,?,N,N,N,N,Y,,,,,T1,T1ID,T1,ID,Y,10,Y,VIVIVI,VVVVVV,?,?,?,,N,?,6,T1 relaxation values,N,N,?,?,?,?
27270,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Assembly_atom_ID,N,HHHHH,N,,Assembly atom ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Atom,Assembly_atom_ID,,T1,AssemblyAtomID,T1,Assembly_atom_ID,Y,20,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,1,Atom,Assembly_atom_ID,?
27280,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Entity_assembly_ID,N,HHHHH,N,,Entity assembly ID,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_assembly,ID,,T1,EntityAssemblyID,T1,Entity_assembly_ID,Y,30,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,2,Entity_assembly,ID,?
27290,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Entity_ID,N,HHHHH,N,,Entity ID,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity,ID,,T1,EntityID,T1,Entity_ID,Y,40,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,3,Entity_comp_index,Entity_ID,?
27300,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Comp_index_ID,N,HHHHH,N,,Comp index ID,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_comp_index,ID,,T1,CompIndexID,T1,Comp_index_ID,Y,50,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,3,Entity_comp_index,ID,?
27310,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Seq_ID,N,HHHHH,N,,Seq ID,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_poly_seq,Num,,T1,SeqID,T1,Seq_ID,Y,60,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
27320,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Comp_ID,N,HHHHH,N,,Comp ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp,ID,,T1,CompID,T1,Comp_ID,Y,70,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,4,Chem_comp_atom,Comp_ID,?
27330,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Atom_ID,N,HHHHH,N,,Atom ID,0,CHAR(12),atcode,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp_atom,Atom_ID,,T1,AtomID,T1,Atom_ID,Y,80,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,4,Chem_comp_atom,Atom_ID,?
27340,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Atom_type,N,HHHHH,N,,Atom type,0,VARCHAR(15),code,NOT NULL,,N,?,?,N,N,N,N,,,,,,T1,AtomType,T1,Atom_type,Y,90,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,?,?,?,?
27350,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Atom_isotope_number,N,HHHHH,N,,Atom isotope number,0,INTEGER,int,,,N,?,?,N,N,N,N,,,,,,T1,AtomIsotopeNumber,T1,Atom_isotope_number,Y,100,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
27360,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Val,N,HHHHH,N,,Val,0,FLOAT,float,NOT NULL,,N,?,?,N,N,N,N,,,,,,T1,Val,T1,Val,Y,110,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,?,?,?,?
27370,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Val_err,N,HHHHH,N,,Val err,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,T1,ValErr,T1,Val_err,Y,120,Y,MIMIMI,MMMMMM,?,?,?,,N,?,0,?,N,N,?,?,?,?
27380,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Resonance_ID,N,HHHHH,N,,Resonance ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Resonance,ID,,T1,ResonanceID,T1,Resonance_ID,Y,130,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,5,Resonance,ID,?
27390,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Auth_entity_assembly_ID,N,HHHHH,N,,Auth entity assembly ID,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,T1,AuthEntityAssemblyID,T1,Auth_entity_assembly_ID,Y,140,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
27400,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Auth_seq_ID,N,HHHHH,N,,Auth seq ID,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,T1,AuthSeqID,T1,Auth_seq_ID,Y,150,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
27410,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Auth_comp_ID,N,HHHHH,N,,Auth comp ID,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,T1,AuthCompID,T1,Auth_comp_ID,Y,160,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
27420,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Auth_atom_ID,N,HHHHH,N,,Auth atom ID,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,T1,AuthAtomID,T1,Auth_atom_ID,Y,170,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
27430,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Sf_ID,N,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Heteronucl_T1_list,Sf_ID,,T1,SfID,T1,Sf_ID,Y,180,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,N,N,9,Heteronucl_T1_list,Sf_ID,?
27440,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Entry_ID,N,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entry,ID,,T1,EntryID,T1,Entry_ID,Y,190,Y,VIVIVI,VVVVVV,?,?,?,,Y,?,3,?,N,N,1;2;3;5;10,Atom;Entity_assembly;Entity_comp_index;Resonance;Heteronucl_T1_list,Entry_ID;Entry_ID;Entry_ID;Entry_ID;Entry_ID,?
27450,heteronucl_T1_relaxation,N,T6,6,kinetics,400,T1,,_T1.Heteronucl_T1_list_ID,N,HHHHH,N,,Heteronucl T1 list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Heteronucl_T1_list,ID,,T1,HeteronuclT1ListID,T1,Heteronucl_T1_list_ID,Y,200,Y,VIVIVI,VVVVVV,?,?,?,,N,?,5,?,N,N,10,Heteronucl_T1_list,ID,?
27460,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Sf_category,Y,HHHHH,N,,Sf category,0,VARCHAR(127),code,NOT NULL,,N,?,?,N,N,Y,N,,,,,,HeteronuclT1rhoList,SfCategory,Heteronucl_T1rho_list,Sf_category,N,7750,Y,VVVVVV,VVVVVV,?,?,?,,N,?,1,?,Y,N,?,?,?,?
27470,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Sf_framecode,Y,YHHHH,N,,Sf framecode,1,VARCHAR(127),framecode,NOT NULL,,N,?,?,N,Y,N,N,,,,,,HeteronuclT1rhoList,SfFramecode,Heteronucl_T1rho_list,Sf_framecode,N,7760,Y,VVVVVV,VVVVVV,heteronuclear_T1rho_list_1,?,?,,N,?,2,?,Y,N,?,?,?,?
27480,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,?,N,N,N,N,Y,,Entry,ID,,HeteronuclT1rhoList,EntryID,Heteronucl_T1rho_list,Entry_ID,N,7770,Y,VVVVVV,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1;2,Entry;Sample_condition_list,ID;Entry_ID,?
27490,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,,,,HeteronuclT1rhoList,SfID,Heteronucl_T1rho_list,Sf_ID,N,7780,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,?,?,?,?
27500,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.ID,Y,HHHHH,N,,ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,,,,HeteronuclT1rhoList,HeteronuclT1rhoListID,Heteronucl_T1rho_list,ID,N,7790,Y,VVVVVV,VVVVVV,?,?,?,,N,?,5,?,Y,N,?,?,?,?
27510,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Data_file_name,Y,YHHHH,N,,Data file name,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,HeteronuclT1rhoList,DataFileName,Heteronucl_T1rho_list,Data_file_name,N,7800,Y,IVIVIV,IVIOIO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27520,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Sample_condition_list_ID,Y,HHHHH,N,,Sample condition list ID,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Sample_condition_list,ID,,HeteronuclT1rhoList,SampleConditionListID,Heteronucl_T1rho_list,Sample_condition_list_ID,N,7810,Y,VVVVVV,VVVVVV,?,?,?,,N,?,7,?,Y,N,2,Sample_condition_list,ID,?
27530,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Sample_condition_list_label,Y,YHHHH,N,,Sample condition list label,1,VARCHAR(127),label,NOT NULL,,N,?,?,N,N,N,Y,,,,,,HeteronuclT1rhoList,SampleConditionListLabel,Heteronucl_T1rho_list,Sample_condition_list_label,N,7820,Y,OVVVVV,VVVVVV,?,?,?,,N,?,8,?,Y,N,?,?,?,?
27540,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Spectrometer_frequency_1H,Y,YHHHH,N,,Spectrometer frequency 1H,1,FLOAT,float,NOT NULL,,N,?,?,N,N,N,N,,,,,,HeteronuclT1rhoList,SpectrometerFrequency1H,Heteronucl_T1rho_list,Spectrometer_frequency_1H,N,7830,Y,VVVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27550,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Temp_calibration_method,Y,YHHHH,Y,N,Temp calibration method,1,VARCHAR(255),text,,,N,?,?,N,N,N,N,,,,,,HeteronuclT1rhoList,TempCalibrationMethod,Heteronucl_T1rho_list,Temp_calibration_method,N,7840,Y,VVVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27560,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Temp_control_method,Y,YHHHH,Y,N,Temp control method,1,VARCHAR(255),text,,,N,?,?,N,N,N,N,,,,,,HeteronuclT1rhoList,TempControlMethod,Heteronucl_T1rho_list,Temp_control_method,N,7850,Y,VVVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27570,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.T1rho_coherence_type,Y,YHHHH,Y,N,T1rho coherence type,1,VARCHAR(31),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,HeteronuclT1rhoList,T1rhoCoherenceType,Heteronucl_T1rho_list,T1rho_coherence_type,N,7860,Y,VVVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27580,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.T1rho_val_units,Y,YHHHH,Y,N,T1rho val units,1,VARCHAR(15),code,NOT NULL,,N,?,?,N,N,N,N,,,,,,HeteronuclT1rhoList,T1rhoValUnits,Heteronucl_T1rho_list,T1rho_val_units,N,7870,Y,VVVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27590,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Rex_units,Y,YHHHH,Y,N,Rex units,1,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,HeteronuclT1rhoList,RexUnits,Heteronucl_T1rho_list,Rex_units,N,7880,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27600,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Details,Y,NHHHH,N,,Details,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,HeteronuclT1rhoList,Details,Heteronucl_T1rho_list,Details,N,7890,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27610,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Text_data_format,Y,HHHHH,N,,Text data format,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,HeteronuclT1rhoList,TextDataFormat,Heteronucl_T1rho_list,Text_data_format,N,7900,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27620,heteronucl_T1rho_relaxation,N,R,6,kinetics,410,Heteronuclear T1rho relaxation values,,_Heteronucl_T1rho_list.Text_data,Y,HHHHH,N,,Text data,0,TEXT,text,,,N,?,?,N,N,N,N,,,,,,HeteronuclT1rhoList,TextData,Heteronucl_T1rho_list,Text_data,N,7910,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27630,heteronucl_T1rho_relaxation,N,T6,6,kinetics,410,NMR experiments used to derive these data,4,_Heteronucl_T1rho_experiment.Experiment_ID,Y,HHHHH,N,,Experiment ID,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,Y,,Experiment,ID,,HeteronuclT1rhoExperiment,ExperimentID,Heteronucl_T1rho_experiment,Experiment_ID,Y,10,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,1,Experiment,ID,?
27640,heteronucl_T1rho_relaxation,N,T6,6,kinetics,410,NMR experiments used to derive these data,4,_Heteronucl_T1rho_experiment.Experiment_name,Y,YHHHH,Y,Y,Experiment name,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,HeteronuclT1rhoExperiment,ExperimentName,Heteronucl_T1rho_experiment,Experiment_name,Y,20,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27650,heteronucl_T1rho_relaxation,N,T6,6,kinetics,410,NMR experiments used to derive these data,4,_Heteronucl_T1rho_experiment.Sample_ID,Y,HHHHH,N,,Sample ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Sample,ID,,HeteronuclT1rhoExperiment,SampleID,Heteronucl_T1rho_experiment,Sample_ID,Y,30,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,2,Sample,ID,?
27660,heteronucl_T1rho_relaxation,N,T6,6,kinetics,410,NMR experiments used to derive these data,4,_Heteronucl_T1rho_experiment.Sample_label,Y,HHHHH,N,,Sample label,1,VARCHAR(127),label,NOT NULL,,N,?,?,N,N,N,Y,,,,,,HeteronuclT1rhoExperiment,SampleLabel,Heteronucl_T1rho_experiment,Sample_label,Y,40,Y,OOOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?
27670,heteronucl_T1rho_relaxation,N,T6,6,kinetics,410,NMR experiments used to derive these data,4,_Heteronucl_T1rho_experiment.Sample_state,Y,HHHHH,Y,N,Sample state,1,VARCHAR(31),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,HeteronuclT1rhoExperiment,SampleState,Heteronucl_T1rho_experiment,Sample_state,Y,50,Y,OOOOOO,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27680,heteronucl_T1rho_relaxation,N,T6,6,kinetics,410,NMR experiments used to derive these data,4,_Heteronucl_T1rho_experiment.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Heteronucl_T1rho_list,Sf_ID,,HeteronuclT1rhoExperiment,SfID,Heteronucl_T1rho_experiment,Sf_ID,Y,60,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Heteronucl_T1rho_list,Sf_ID,?
27690,heteronucl_T1rho_relaxation,N,T6,6,kinetics,410,NMR experiments used to derive these data,4,_Heteronucl_T1rho_experiment.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entry,ID,,HeteronuclT1rhoExperiment,EntryID,Heteronucl_T1rho_experiment,Entry_ID,Y,70,Y,VVVVVV,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1;2;10,Experiment;Sample;Heteronucl_T1rho_list,Entry_ID;Entry_ID;Entry_ID,?
27700,heteronucl_T1rho_relaxation,N,T6,6,kinetics,410,NMR experiments used to derive these data,4,_Heteronucl_T1rho_experiment.Heteronucl_T1rho_list_ID,Y,HHHHH,N,,Heteronucl T1rho list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Heteronucl_T1rho_list,ID,,HeteronuclT1rhoExperiment,HeteronuclT1rhoListID,Heteronucl_T1rho_experiment,Heteronucl_T1rho_list_ID,Y,80,Y,VVVVVV,VVVVVV,?,?,?,,N,?,5,?,Y,N,10,Heteronucl_T1rho_list,ID,?
27710,heteronucl_T1rho_relaxation,N,T6,6,kinetics,410,Software,,_Heteronucl_T1rho_software.Software_ID,Y,HHHHH,N,,Software ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Software,ID,,HeteronuclT1rhoSoftware,SoftwareID,Heteronucl_T1rho_software,Software_ID,Y,10,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,1,Software,ID,?
27720,heteronucl_T1rho_relaxation,N,T6,6,kinetics,410,Software,,_Heteronucl_T1rho_software.Software_label,Y,NHHHH,N,,Software label,1,VARCHAR(127),label,NOT NULL,,N,?,?,N,N,N,Y,,,,,,HeteronuclT1rhoSoftware,SoftwareLabel,Heteronucl_T1rho_software,Software_label,Y,20,Y,OOOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?
27730,heteronucl_T1rho_relaxation,N,T6,6,kinetics,410,Software,,_Heteronucl_T1rho_software.Method_ID,Y,HHHHH,N,,Method ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Method,ID,,HeteronuclT1rhoSoftware,MethodID,Heteronucl_T1rho_software,Method_ID,Y,30,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,2,Method,ID,?
27740,heteronucl_T1rho_relaxation,N,T6,6,kinetics,410,Software,,_Heteronucl_T1rho_software.Method_label,Y,HHHHH,N,,Method label,1,VARCHAR(127),label,,,N,?,?,N,N,N,Y,,,,,,HeteronuclT1rhoSoftware,MethodLabel,Heteronucl_T1rho_software,Method_label,Y,40,Y,OOOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?
