Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,BMRB next release,Discussion List,SG Mandatory,,ADIT exists,User full view,User structure view,User non-structure view,User NMR param. View,Annotator full view,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Description,STAR-CIF link ID,STAR to CIF transform code,STAR flag,DB flag,SfLabelFlg,Sf category flag,Framecode value flag,Natural primary key,Natural foreign key,Redundant keys,Parent tag,public,internal,internal,sg/public,sg/internal,usr/public,Overide publiM,Overide internal,Overide meta,Overide sg/publiM,Overide sg/internal,Overide usr/publiM,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,pdbx equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type
15000,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Sf_category,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),NOT NULL,,SpectralDensityList,SfCategory,N,N,,,,,,,,,N,4490,,,,,,1,?,Sf category,Category definition for the information content of the saveframe,?,?,Y,Y,N,Y,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_density_list,Sf_category,?,?,?,?,Y,N,text
15010,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Sf_framecode,,X,,,,Y,Y,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,SpectralDensityList,SfFramecode,N,N,,,,,,,,,N,4500,,,,,,2,?,Spectral density value list label,A label for the saveframe that describes in very brief terms the information contained in the saveframe.,?,?,Y,Y,Y,N,N,N,?,?,?,R,R,R,I,I,I,I,I,I,I,I,I,?,1,Spectral_density_list,Sf_framecode,?,?,?,?,Y,N,code
15020,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SpectralDensityList,EntryID,N,N,,,,Entry,ID,,,,N,4510,,,,,,3,?,Entry ID,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_density_list,Entry_ID,Y,?,?,?,Y,N,line
15030,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,SpectralDensityList,SfID,N,Y,Y,Y,,,,,,,N,4520,,,,,,4,?,n/a,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,N,?,?,?,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Spectral_density_list,Sf_ID,?,?,?,?,Y,N,code
15040,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,ID,CHAR(12),NOT NULL,,SpectralDensityList,SpectralDensityListID,N,N,Y,,,,,,,,N,4530,,,,,,5,?,Sf ID,?,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_density_list,ID,Y,?,?,?,Y,N,line
15050,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Details,,O,,,,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,SpectralDensityList,Details,N,N,,,,,,,,,N,4540,,,,,,0,?,Details,Text describing the reported spectral density values.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,2,Spectral_density_list,Details,?,?,?,?,Y,N,int
15060,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Sample_condition_list_ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,Sample condition list ID,CHAR(12),NOT NULL,,SpectralDensityList,SampleConditionListID,N,N,,,,Sample_condition_list,ID,,,,N,4550,,,,,,7,?,Sample conditions ID,Pointer to '_Sample_condition_list.ID',?,?,Y,Y,N,N,N,N,_Sample_condition_list.ID,?,_Sample_condition_list.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_density_list,Sample_condition_list_ID,?,?,?,?,Y,N,code
15070,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Sample_condition_list_label,,X,,,,Y,Y,Y,Y,Y,Y,N,,sample_conditions,_Sample_condition_list.Sf_framecode,,,Sample condition list label,VARCHAR(127),NOT NULL,,SpectralDensityList,SampleConditionListLabel,N,N,,,,,,,,,N,4560,,9,,,,0,?,Sample conditions label,The label for the set of experimental sample conditions used to collect the data for determination of the spectral density values.,?,?,Y,Y,N,N,Y,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,1,Spectral_density_list,Sample_condition_list_label,?,?,?,?,Y,N,code
15080,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Data_file_name,,,,,,Y,Y,H,H,H,H,N,,Upload data,_Upload_data.Data_file_name,,,Data file name,VARCHAR(127),,,SpectralDensityList,DataFileName,N,N,,,,,,,,,N,4570,,19,,,,0,?,Deposited data file name,The name of the file submitted with this depostion that contains the quantitative data for this saveframe.,?,?,Y,Y,N,N,N,N,?,?,?,I,R,R,I,R,R,I,R,R,O,O,O,?,1,Spectral_density_list,Data_file_name,?,?,?,?,Y,N,code
15090,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Text_data_format,,O,,,,Y,H,Y,Y,Y,Y,N,,,,,,Text data format,VARCHAR(31),,,SpectralDensityList,TextDataFormat,N,N,,,,,,,,,N,4580,,,,,,0,?,Text data format,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density_list,Text_data_format,?,?,?,?,Y,N,line
15100,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Text_data,,O,,,,Y,H,Y,Y,Y,Y,N,,,,,,Text data,TEXT,,,SpectralDensityList,TextData,N,N,,,,,,,,,N,4590,,,,,,0,?,Text data,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density_list,Text_data,?,?,?,?,N,N,code
15110,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software_apps.Software_ID,,SC,,,,Y,H,H,H,H,H,N,,,,,,Software ID,CHAR(12),NOT NULL,,SpectralDensitySoftwareApps,SoftwareID,N,N,,Y,,Software,ID,,,,Y,10,,,,,,7,?,Software ID,Pointer to '_Software.ID',?,?,Y,Y,N,N,N,N,_Software.ID,?,_Software.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density_software_apps,Software_ID,Y,?,?,?,Y,N,line
15120,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software_apps.Software_label,,X,,,,Y,N,H,H,H,H,N,,software,_Software.Sf_framecode,,,Software label,VARCHAR(127),,,SpectralDensitySoftwareApps,SoftwareLabel,N,N,,,,,,,,,Y,20,,11,,,,0,?,Software label,Pointer to a saveframe of the category 'software',?,?,Y,Y,N,N,Y,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,Spectral_density_software_apps,Software_label,?,?,?,?,Y,N,name
15130,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software_apps.Method_ID,,SC,,,,Y,H,H,H,H,H,N,,,,,,Method ID,CHAR(12),NOT NULL,,SpectralDensitySoftwareApps,MethodID,N,N,,,,Method,ID,,,,Y,30,,,,,,7,?,Method ID,Pointer to '_Method.ID',?,?,Y,Y,N,N,N,N,_Method.ID,?,_Method.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density_software_apps,Method_ID,?,?,?,?,Y,N,int
15140,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software_apps.Method_label,,X,,,,Y,N,H,H,H,H,N,,,,,,Method label,VARCHAR(127),,,SpectralDensitySoftwareApps,MethodLabel,N,N,,,,,,,,,Y,40,,12,,,,0,?,Method label,Pointer to a saveframe of the category 'method',?,?,Y,Y,N,N,Y,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,Spectral_density_software_apps,Method_label,?,?,?,?,Y,N,code
15150,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software_apps.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,SpectralDensitySoftwareApps,SfID,N,Y,,Y,,Spectral_density_list,Sf_ID,,,,Y,50,,,,,,4,?,n/a,Pointer to '_Spectral_density_list.Sf_ID',?,?,Y,Y,N,N,N,N,_Spectral_density_list.Sf_ID,?,_Spectral_density_list.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Spectral_density_software_apps,Sf_ID,?,?,?,?,Y,N,code
15160,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software_apps.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SpectralDensitySoftwareApps,EntryID,N,N,,,,Entry,ID,,,,Y,60,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,O,O,O,R,R,R,R,R,R,R,R,R,?,0,Spectral_density_software_apps,Entry_ID,?,?,?,?,Y,N,code
15170,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software_apps.Spectral_density_list_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Spectral density list ID,CHAR(12),NOT NULL,,SpectralDensitySoftwareApps,SpectralDensityListID,N,N,,,,Spectral_density_list,ID,,,,Y,70,,,,,,5,?,n/a,Pointer to '_Spectral_density_list.ID',?,?,Y,Y,N,N,N,N,_Spectral_density_list.ID,?,_Spectral_density_list.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density_software_apps,Spectral_density_list_ID,Y,?,?,?,Y,N,code
15180,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments and samples,_Spectral_density_experiment.NMR_spec_expt_ID,,SC,,,,Y,H,H,H,H,H,N,,,,,,NMR spec expt ID,CHAR(12),,,SpectralDensityExperiment,NMRSpecExptID,N,N,,,,NMR_spec_expt,ID,,,,Y,10,,,,,,7,?,Experiment ID,Pointer to '_NMR_spec_expt.ID',?,?,Y,Y,N,N,N,N,_NMR_spec_expt.ID,?,_NMR_spec_expt.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density_experiment,NMR_spec_expt_ID,?,?,?,?,Y,N,code
15190,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments and samples,_Spectral_density_experiment.NMR_spec_expt_label,,X,,,,Y,N,H,H,H,H,N,,,,,,NMR spec expt label,VARCHAR(127),,,SpectralDensityExperiment,NMRSpecExptLabel,N,N,,,,,,,,,Y,20,,10,,,,0,?,Experiment label,Pointer to a saveframe of the category 'NMR_spectrometer_expt',?,?,Y,Y,N,N,Y,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,Spectral_density_experiment,NMR_spec_expt_label,?,?,?,?,Y,N,code
15200,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments and samples,_Spectral_density_experiment.Sample_ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,Sample ID,CHAR(12),NOT NULL,,SpectralDensityExperiment,SampleID,N,N,,Y,,Sample,ID,,,,Y,30,,,,,,7,?,Sample ID,Pointer to '_Sample.ID',?,?,Y,Y,N,N,N,N,_Sample.ID,?,_Sample.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_density_experiment,Sample_ID,Y,?,?,?,Y,N,code
15210,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments and samples,_Spectral_density_experiment.Sample_label,,X,,,,Y,Y,H,H,H,H,N,,sample,_Sample.Sf_framecode,,,Sample label,VARCHAR(127),NOT NULL,,SpectralDensityExperiment,SampleLabel,N,N,,,,,,,,,Y,40,,8,,,,0,?,Sample label,Pointer to a saveframe of the category 'sample',?,?,Y,Y,N,N,Y,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,1,Spectral_density_experiment,Sample_label,?,?,?,?,Y,N,int
15220,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments and samples,_Spectral_density_experiment.Sample_state,,MC,Y,,,Y,Y,H,H,H,H,N,,,,,,Sample state,VARCHAR(31),,,SpectralDensityExperiment,SampleState,N,N,,Y,,,,,,,Y,50,,,,,,0,?,Sample state,Physical state of the sample either anisotropic or isotropic.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,R,R,R,R,R,R,R,R,R,isotropic,1,Spectral_density_experiment,Sample_state,Y,?,?,?,Y,N,code
15230,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments and samples,_Spectral_density_experiment.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,SpectralDensityExperiment,SfID,N,Y,,Y,,Spectral_density_list,Sf_ID,,,,Y,60,,,,,,4,?,n/a,Pointer to '_Spectral_density_list.Sf_ID',?,?,Y,Y,N,N,N,N,_Spectral_density_list.Sf_ID,?,_Spectral_density_list.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Spectral_density_experiment,Sf_ID,?,?,?,?,Y,N,code
15240,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments and samples,_Spectral_density_experiment.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SpectralDensityExperiment,EntryID,N,N,,,,Entry,ID,,,,Y,70,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_density_experiment,Entry_ID,?,?,?,?,Y,N,code
15250,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments and samples,_Spectral_density_experiment.Spectral_density_list_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Spectral density list ID,CHAR(12),NOT NULL,,SpectralDensityExperiment,SpectralDensityListID,N,N,,,,Spectral_density_list,ID,,,,Y,80,,,,,,5,?,n/a,Pointer to '_Spectral_density_list.ID',?,?,Y,Y,N,N,N,N,_Spectral_density_list.ID,?,_Spectral_density_list.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_density_experiment,Spectral_density_list_ID,Y,?,?,?,Y,N,float
15260,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Spectral_density_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Spectral density ID,CHAR(12),NOT NULL,,SpectralDensity,SpectralDensityID,Y,N,,Y,,,,,,,Y,10,,,,,,6,?,n/a,Spectral density ID,?,?,Y,Y,N,N,N,N,,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Spectral_density,Spectral_density_ID,?,?,?,?,N,N,float
15270,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Entry_atom_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Entry atom ID,CHAR(12),,,SpectralDensity,EntryAtomID,N,N,,,,Atom,Entry_atom_ID,,,,Y,20,,,,,,0,?,n/a,Pointer to '_Atom.Entry_atom_ID',?,?,Y,Y,N,N,N,N,_Atom.Entry_atom_ID,?,_Atom.Entry_atom_ID,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,Entry_atom_ID,?,?,?,?,N,N,float
15280,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Entity_assembly_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Entity assembly ID,CHAR(12),NOT NULL,,SpectralDensity,EntityAssemblyID,N,N,,,,Entity_assembly,ID,,,,Y,30,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,N,_Entity_assembly.ID,?,_Entity_assembly.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Spectral_density,Entity_assembly_ID,?,?,?,?,N,N,float
15290,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Entity_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Entity ID,CHAR(12),NOT NULL,,SpectralDensity,EntityID,N,N,,,,Entity,ID,,,,Y,40,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,N,_Entity.ID,?,_Entity.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Spectral_density,Entity_ID,?,?,?,?,N,N,float
15300,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Comp_index_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Comp index ID,CHAR(12),NOT NULL,,SpectralDensity,CompIndexID,N,N,,,,Entity_comp_index,ID,,,,Y,50,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,N,?,?,_Entity_comp_index.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Spectral_density,Comp_index_ID,?,?,?,?,N,N,float
15310,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Seq_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Seq ID,INTEGER,NOT NULL,,SpectralDensity,SeqID,N,N,,,,Entity_poly_seq,Num,,,,Y,60,,,,,,0,?,n/a,Pointer to '_Entity_poly_seq.Num',?,?,Y,Y,N,N,N,N,?,?,_Entity_poly_seq.Num,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Spectral_density,Seq_ID,?,?,?,?,N,N,float
15320,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Comp_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Comp ID,CHAR(12),NOT NULL,,SpectralDensity,CompID,N,N,,,,Chem_comp,ID,,,,Y,70,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,N,_Chem_comp.ID,?,_Chem_comp.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Spectral_density,Comp_ID,?,?,?,?,N,N,float
15330,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Atom_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Atom ID,CHAR(12),NOT NULL,,SpectralDensity,AtomID,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,80,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,N,_Chem_comp_atom.Atom_ID,?,_Chem_comp_atom.Atom_ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Spectral_density,Atom_ID,?,?,?,?,N,N,float
15340,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Atom_type,,X,,,,N,H,Y,Y,Y,Y,N,,,,,,Atom type,VARCHAR(15),NOT NULL,,SpectralDensity,AtomType,N,N,,,,,,,,,Y,90,,,,,,0,?,n/a,The value for this tag is a standard IUPAC abbreviation for an element (i.e.$ H$ C$ P$ etc).,?,?,Y,Y,N,N,N,N,?,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Spectral_density,Atom_type,?,?,?,?,N,N,float
15350,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_zero_val,,X,,,,N,H,H,H,H,H,N,,,,,,W zero val,FLOAT,,,SpectralDensity,WZeroVal,N,N,,,,,,,,,Y,100,,,,,,0,?,n/a,W zero val,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_zero_val,?,?,?,?,N,N,float
15360,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_zero_val_err,,X,,,,N,H,H,H,H,H,N,,,,,,W zero val err,FLOAT,,,SpectralDensity,WZeroValErr,N,N,,,,,,,,,Y,110,,,,,,0,?,n/a,W zero val err,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_zero_val_err,?,?,?,?,N,N,float
15370,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_1H_val,,X,,,,N,H,H,H,H,H,N,,,,,,W 1H val,FLOAT,,,SpectralDensity,W1HVal,N,N,,,,,,,,,Y,120,,,,,,0,?,n/a,W 1H val,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_1H_val,?,Y,?,?,N,N,float
15380,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_1H_val_err,,X,,,,N,H,H,H,H,H,N,,,,,,W 1H val err,FLOAT,,,SpectralDensity,W1HValErr,N,N,,,,,,,,,Y,130,,,,,,0,?,n/a,W 1H val err,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_1H_val_err,?,?,?,?,N,N,float
15390,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_13C_val,,X,,,,N,H,H,H,H,H,N,,,,,,W 13C val,FLOAT,,,SpectralDensity,W13CVal,N,N,,,,,,,,,Y,140,,,,,,0,?,n/a,W 13C val,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_13C_val,?,?,?,?,N,N,code
15400,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_13C_val_err,,X,,,,N,H,H,H,H,H,N,,,,,,W 13C val err,FLOAT,,,SpectralDensity,W13CValErr,N,N,,,,,,,,,Y,150,,,,,,0,?,n/a,W 13C val err,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_13C_val_err,?,?,?,?,N,N,code
15410,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_15N_val,,X,,,,N,H,H,H,H,H,N,,,,,,W 15N val,FLOAT,,,SpectralDensity,W15NVal,N,N,,,,,,,,,Y,160,,,,,,0,?,n/a,W 15N val,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_15N_val,?,?,?,?,N,N,code
15420,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_15N_val_err,,X,,,,N,H,H,H,H,H,N,,,,,,W 15N val err,FLOAT,,,SpectralDensity,W15NValErr,N,N,,,,,,,,,Y,170,,,,,,0,?,n/a,W 15N val err,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_15N_val_err,?,?,?,?,N,N,code
15430,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Sf_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,SpectralDensity,SfID,N,Y,,Y,,Spectral_density_list,Sf_ID,,,,Y,180,,,,,,4,?,n/a,Pointer to '_Spectral_density_list.Sf_ID',?,?,Y,Y,N,N,N,N,_Spectral_density_list.Sf_ID,?,_Spectral_density_list.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Spectral_density,Sf_ID,?,?,?,?,N,N,code
15440,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Entry_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SpectralDensity,EntryID,N,N,,,,Entry,ID,,,,Y,190,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Spectral_density,Entry_ID,?,?,?,?,N,N,int
15450,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Spectral_density_list_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Spectral density list ID,CHAR(12),NOT NULL,,SpectralDensity,SpectralDensityListID,N,N,,,,Spectral_density_list,ID,,,,Y,200,,,,,,5,?,n/a,Pointer to '_Spectral_density_list.ID',?,?,Y,Y,N,N,N,N,_Spectral_density_list.ID,?,_Spectral_density_list.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Spectral_density,Spectral_density_list_ID,Y,?,?,?,N,N,code
15460,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Sf_category,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),NOT NULL,,NewDataTypeList,SfCategory,N,N,,,,,,,,,N,4600,,,,,,1,?,Sf category,Category definition for the information content of the saveframe,?,?,Y,Y,N,Y,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_type_list,Sf_category,?,?,?,?,Y,N,code
15470,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Sf_framecode,,X,,,,Y,Y,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,NewDataTypeList,SfFramecode,N,N,,,,,,,,,N,4610,,,,,,2,?,Label for new data listed,A label for the saveframe that describes in very brief terms the information contained in the saveframe.,?,?,Y,Y,Y,N,N,N,?,?,?,R,R,R,I,I,I,I,I,I,I,I,I,?,1,New_data_type_list,Sf_framecode,?,?,?,?,Y,N,name
15480,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,NewDataTypeList,EntryID,N,N,,,,Entry,ID,,,,N,4620,,,,,,3,?,Entry ID,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_type_list,Entry_ID,Y,?,?,?,Y,N,line
15490,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,NewDataTypeList,SfID,N,Y,Y,Y,,,,,,,N,4630,,,,,,4,?,n/a,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,N,?,?,?,I,I,I,I,I,I,I,I,I,I,I,I,?,0,New_data_type_list,Sf_ID,?,?,?,?,Y,N,code
15500,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,ID,CHAR(12),NOT NULL,,NewDataTypeList,NewDataTypeListID,N,N,Y,,,,,,,,N,4640,,,,,,5,?,n/a,A unique identifier for the list on new data values.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_type_list,ID,Y,?,?,?,Y,N,int
