Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,BMRB next release,Discussion List,SG Mandatory,BMRB/CCPN status,ADIT exists,User full view,User structure view,User non-structure view,User NMR param. View,Annotator full view,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Loopflag,Seq,Dbspace,Example,Prompt,Description
18980,secondary_struct_features,N,T6,8,structure,550, Secondary struct feature,_Secondary_struct_feature.Molecule_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Molecule ID,CHAR(12),NOT NULL,,SecondaryStructFeature,MoleculeID,N,N,,,1,Entity,MoleculeID,,Y,50,1,?,?,?
18990,secondary_struct_features,N,T6,8,structure,550, Secondary struct feature,_Secondary_struct_feature.Molecule_code,,,,,open,N,H,H,H,H,H,N,,,,,,Molecule code,VARCHAR(15),,,SecondaryStructFeature,MoleculeCode,N,N,,,,,,,Y,60,1,?,?,Code for the system component where this secondary structure is located
19000,secondary_struct_features,N,T6,8,structure,550, Secondary struct feature,_Secondary_struct_feature.Chem_comp_index_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp index ID,INTEGER,,,SecondaryStructFeature,ChemCompIndexID,N,N,,,1,MolSeq,ChemCompIndexID,,Y,70,1,?,?,?
19010,secondary_struct_features,N,T6,8,structure,550, Secondary struct feature,_Secondary_struct_feature.Chem_comp_seq_num,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp seq num,INTEGER,,,SecondaryStructFeature,ChemCompSeqNum,N,N,,,,MolSeq,ChemCompSeqNum,,Y,80,1,?,?,?
19020,secondary_struct_features,N,T6,8,structure,550, Secondary struct feature,_Secondary_struct_feature.Chem_comp_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp ID,CHAR(12),NOT NULL,,SecondaryStructFeature,ChemCompID,N,N,,,1,ChemComp,ChemCompID,,Y,90,1,?,?,?
19030,secondary_struct_features,N,T6,8,structure,550, Secondary struct feature,_Secondary_struct_feature.Atom_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Atom ID,CHAR(12),NOT NULL,,SecondaryStructFeature,AtomID,N,N,,,1,ChemCompAtom,AtomID,,Y,100,1,?,?,?
19040,secondary_struct_features,N,T6,8,structure,550, Secondary struct feature,_Secondary_struct_feature.Atom_type,,X,,,open,N,H,Y,Y,Y,Y,N,,,,,,Atom type,VARCHAR(15),,,SecondaryStructFeature,AtomType,N,N,,,,,,,Y,110,1,?,?,?
19050,secondary_struct_features,N,T6,8,structure,550, Secondary struct feature,_Secondary_struct_feature.Chem_comp_struct_val,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp struct val,FLOAT,,,SecondaryStructFeature,ChemCompStructVal,N,N,,,,,,,Y,120,1,?,?,?
19060,secondary_struct_features,N,T6,8,structure,550, Secondary struct feature,_Secondary_struct_feature.Chem_comp_struct_element_type,,,,,open,N,H,H,H,H,H,N,,,,,,Chem comp struct element type,VARCHAR(15),,,SecondaryStructFeature,ChemCompStructElementType,N,N,,,,,,,Y,130,1,?,?,Enter a name for this secondary structure element
19070,deduced_hydrogen_bonds,N,R,8,structure,560, Deduced hydrogen bonds,_Deduced_hydrogen_bonds.Sf_category,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),,,DeducedHydrogenBonds,SfCategory,N,N,,Y,,,,,N,5220,1,?,?,?
19080,deduced_hydrogen_bonds,N,R,8,structure,560, Deduced hydrogen bonds,_Deduced_hydrogen_bonds.Sf_framecode,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),,,DeducedHydrogenBonds,SfFramecode,N,N,,,,,,,N,5230,1,?,?,?
19090,deduced_hydrogen_bonds,N,R,8,structure,560, Deduced hydrogen bonds,_Deduced_hydrogen_bonds.Entry_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,DeducedHydrogenBonds,EntryID,N,N,,Y,1,EntryInformation,EntryID,,N,5240,1,?,?,?
19100,deduced_hydrogen_bonds,N,R,8,structure,560, Deduced hydrogen bonds,_Deduced_hydrogen_bonds.Sf_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,DeducedHydrogenBonds,SfID,N,Y,,Y,,,,,N,5250,1,?,?,?
19110,deduced_hydrogen_bonds,N,R,8,structure,560, Deduced hydrogen bonds,_Deduced_hydrogen_bonds.Details,,,,,open,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,DeducedHydrogenBonds,Details,N,N,,,,,,,N,5260,1,?,?,?
19120,deduced_hydrogen_bonds,N,R,8,structure,560, Deduced hydrogen bonds,_Deduced_hydrogen_bonds.Sample_conditions_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sample conditions ID,INTEGER,NOT NULL,,DeducedHydrogenBonds,SampleConditionsID,N,N,,,,,,,N,5270,1,?,?,Integer value that identifies the sample conditions used when measuring the reported chemical shifts.
19130,deduced_hydrogen_bonds,N,R,8,structure,560, Deduced hydrogen bonds,_Deduced_hydrogen_bonds.Sample_conditions_label,,MC,Y,,open,Y,N,Y,Y,Y,Y,N,,,,,,Sample conditions label,VARCHAR(127),,,DeducedHydrogenBonds,SampleConditionsLabel,N,N,,,,,,,N,5280,1,?,?,?
19140,deduced_hydrogen_bonds,N,R,8,structure,560, Deduced hydrogen bonds,_Deduced_hydrogen_bonds.Text_data_format,,O,,,open,N,H,Y,Y,Y,Y,N,,,,,,Text data format,VARCHAR(31),,,DeducedHydrogenBonds,TextDataFormat,N,N,,,,,,,N,5290,1,?,?,?
19150,deduced_hydrogen_bonds,N,R,8,structure,560, Deduced hydrogen bonds,_Deduced_hydrogen_bonds.Text_data,,O,,,open,N,H,Y,Y,Y,Y,N,,,,,,Text data,TEXT,,,DeducedHydrogenBonds,TextData,N,N,,,,,,,N,5300,1,?,?,?
19160,deduced_hydrogen_bonds,N,T6,8,structure,560, Software,_Software.Entry_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,Software,EntryID,N,N,,Y,1,EntryInformation,EntryID,,Y,10,1,?,?,?
19170,deduced_hydrogen_bonds,N,T6,8,structure,560, Software,_Software.Sf_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,Software,SfID,N,Y,,Y,1,DeducedHydrogenBonds,SfID,,Y,20,1,?,?,?
19180,deduced_hydrogen_bonds,N,T6,8,structure,560, Software,_Software.Software_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Software ID,CHAR(12),NOT NULL,,Software,SoftwareID,N,N,,,,Software,SoftwareID,,Y,30,1,?,?,?
19190,deduced_hydrogen_bonds,N,T6,8,structure,560, Software,_Software.Software_label,,,,,open,Y,N,H,H,H,H,N,,,,,,Software label,VARCHAR(127),,,Software,SoftwareLabel,N,N,,,,,,,Y,40,1,?,?,?
19200,deduced_hydrogen_bonds,N,T6,8,structure,560, Software,_Software.Method_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Method ID,CHAR(12),NOT NULL,,Software,MethodID,N,N,,,,Methods,MethodID,,Y,50,1,?,?,?
19210,deduced_hydrogen_bonds,N,T6,8,structure,560, Software,_Software.Method_label,,,,,open,Y,N,H,H,H,H,N,,,,,,Method label,VARCHAR(127),,,Software,MethodLabel,N,N,,,,,,,Y,60,1,?,?,?
19220,deduced_hydrogen_bonds,N,T6,8,structure,560, Experiment,_Experiment.Entry_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,Experiment,EntryID,N,N,,Y,1,EntryInformation,EntryID,,Y,10,1,?,?,?
19230,deduced_hydrogen_bonds,N,T6,8,structure,560, Experiment,_Experiment.Sf_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,Experiment,SfID,N,Y,,Y,1,DeducedHydrogenBonds,SfID,,Y,20,1,?,?,?
19240,deduced_hydrogen_bonds,N,T6,8,structure,560, Experiment,_Experiment.Experiment_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Experiment ID,INTEGER,NOT NULL,,Experiment,ExperimentID,N,N,,Y,,,,,Y,30,1,?,?,?
19250,deduced_hydrogen_bonds,N,T6,8,structure,560, Experiment,_Experiment.Experiment_label,,,,,open,Y,N,H,H,H,H,N,,,,,,Experiment label,VARCHAR(127),,,Experiment,ExperimentLabel,N,N,,,,,,,Y,40,1,?,?,?
19260,deduced_hydrogen_bonds,N,T6,8,structure,560, Experiment,_Experiment.Methods_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Methods ID,INTEGER,,,Experiment,MethodsID,N,N,,,,,,,Y,50,1,?,?,?
19270,deduced_hydrogen_bonds,N,T6,8,structure,560, Experiment,_Experiment.Method_label,,,,,open,Y,N,H,H,H,H,N,,,,,,Method label,VARCHAR(127),,,Experiment,MethodLabel,N,N,,,,,,,Y,60,1,?,?,?
19280,deduced_hydrogen_bonds,N,T6,8,structure,560, Experiment,_Experiment.Sample_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Sample ID,CHAR(12),NOT NULL,,Experiment,SampleID,N,N,,,,Sample,SampleID,,Y,70,1,?,?,?
19290,deduced_hydrogen_bonds,N,T6,8,structure,560, Experiment,_Experiment.Sample_label,,,,,open,Y,N,H,H,H,H,N,,,,,,Sample label,VARCHAR(127),,,Experiment,SampleLabel,N,N,,,,,,,Y,80,1,?,?,?
19300,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Entry_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,DeducedHBond,EntryID,N,N,,Y,1,EntryInformation,EntryID,,Y,10,1,?,?,?
19310,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Sf_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,DeducedHBond,SfID,N,Y,,Y,1,DeducedHydrogenBonds,SfID,,Y,20,1,?,?,?
19320,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Deduced_H_bond_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Deduced H bond ID,INTEGER,NOT NULL,,DeducedHBond,DeducedHBondID,N,N,,,,Bond,BondID,,Y,30,1,?,?,?
19330,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Donor_atom_designator,,,,,open,N,H,H,H,H,H,N,,,,,,Donor atom designator,VARCHAR(31),,,DeducedHBond,DonorAtomDesignator,N,N,,,,,,,Y,40,1,?,?,?
19340,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_1_atom_global_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 1 atom global ID,INTEGER,,,DeducedHBond,HeavyAtom1AtomGlobalID,N,N,,,,,,,Y,50,1,?,?,?
19350,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_1_molecule_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 1 molecule ID,CHAR(12),NOT NULL,,DeducedHBond,HeavyAtom1MoleculeID,N,N,,,1,Entity,MoleculeID,,Y,60,1,?,?,?
19360,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_1_molecule_code,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 1 molecule code,VARCHAR(15),,,DeducedHBond,HeavyAtom1MoleculeCode,N,N,,,,,,,Y,70,1,?,?,?
19370,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_1_chem_comp_index_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 1 chem comp index ID,INTEGER,,,DeducedHBond,HeavyAtom1ChemCompIndexID,N,N,,,1,MolSeq,ChemCompIndexID,,Y,80,1,?,?,?
19380,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_1_chem_comp_seq_num,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 1 chem comp seq num,INTEGER,,,DeducedHBond,HeavyAtom1ChemCompSeqNum,N,N,,,,MolSeq,ChemCompSeqNum,,Y,90,1,?,?,?
19390,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_1_chem_comp_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 1 chem comp ID,CHAR(12),NOT NULL,,DeducedHBond,HeavyAtom1ChemCompID,N,N,,,1,ChemComp,ChemCompID,,Y,100,1,?,?,?
19400,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_1_atom_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 1 atom ID,CHAR(12),NOT NULL,,DeducedHBond,HeavyAtom1AtomID,N,N,,,1,ChemCompAtom,AtomID,,Y,110,1,?,?,?
19410,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_1_atom_type,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 1 atom type,VARCHAR(15),,,DeducedHBond,HeavyAtom1AtomType,N,N,,,,,,,Y,120,1,?,?,?
19420,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_2_atom_global_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 2 atom global ID,INTEGER,,,DeducedHBond,HeavyAtom2AtomGlobalID,N,N,,,,,,,Y,130,1,?,?,?
19430,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_2_molecule_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 2 molecule ID,CHAR(12),NOT NULL,,DeducedHBond,HeavyAtom2MoleculeID,N,N,,,1,Entity,MoleculeID,,Y,140,1,?,?,?
19440,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_2_molecule_code,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 2 molecule code,VARCHAR(15),,,DeducedHBond,HeavyAtom2MoleculeCode,N,N,,,,,,,Y,150,1,?,?,?
19450,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_2_chem_comp_index_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 2 chem comp index ID,INTEGER,,,DeducedHBond,HeavyAtom2ChemCompIndexID,N,N,,,1,MolSeq,ChemCompIndexID,,Y,160,1,?,?,?
19460,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_2_chem_comp_seq_num,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 2 chem comp seq num,INTEGER,,,DeducedHBond,HeavyAtom2ChemCompSeqNum,N,N,,,,MolSeq,ChemCompSeqNum,,Y,170,1,?,?,?
19470,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_2_chem_comp_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 2 chem comp ID,CHAR(12),NOT NULL,,DeducedHBond,HeavyAtom2ChemCompID,N,N,,,1,ChemComp,ChemCompID,,Y,180,1,?,?,?
19480,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_2_atom_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 2 atom ID,CHAR(12),NOT NULL,,DeducedHBond,HeavyAtom2AtomID,N,N,,,1,ChemCompAtom,AtomID,,Y,190,1,?,?,?
19490,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Heavy_atom_2_atom_type,,,,,open,N,H,H,H,H,H,N,,,,,,Heavy atom 2 atom type,VARCHAR(15),,,DeducedHBond,HeavyAtom2AtomType,N,N,,,,,,,Y,200,1,?,?,?
19500,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Hydrogen_atom_molecule_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Hydrogen atom molecule ID,CHAR(12),NOT NULL,,DeducedHBond,HydrogenAtomMoleculeID,N,N,,,1,Entity,MoleculeID,,Y,210,1,?,?,?
19510,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Hydrogen_atom_molecule_code,,,,,open,N,H,H,H,H,H,N,,,,,,Hydrogen atom molecule code,VARCHAR(15),,,DeducedHBond,HydrogenAtomMoleculeCode,N,N,,,,,,,Y,220,1,?,?,?
19520,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Hydrogen_atom_chem_comp_index_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Hydrogen atom chem comp index ID,INTEGER,,,DeducedHBond,HydrogenAtomChemCompIndexID,N,N,,,1,MolSeq,ChemCompIndexID,,Y,230,1,?,?,?
19530,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Hydrogen_atom_chem_comp_seq_num,,,,,open,N,H,H,H,H,H,N,,,,,,Hydrogen atom chem comp seq num,INTEGER,,,DeducedHBond,HydrogenAtomChemCompSeqNum,N,N,,,,MolSeq,ChemCompSeqNum,,Y,240,1,?,?,?
19540,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Hydrogen_atom_chem_comp_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Hydrogen atom chem comp ID,CHAR(12),NOT NULL,,DeducedHBond,HydrogenAtomChemCompID,N,N,,,1,ChemComp,ChemCompID,,Y,250,1,?,?,?
19550,deduced_hydrogen_bonds,N,T6,8,structure,560, Deduced H bond,_Deduced_H_bond.Hydrogen_atom_ID,,,,,open,N,H,H,H,H,H,N,,,,,,Hydrogen atom ID,CHAR(12),NOT NULL,,DeducedHBond,HydrogenAtomID,N,N,,,1,ChemCompAtom,AtomID,,Y,260,1,?,?,?
19560,deduced_hydrogen_bonds,N,T6,8,structure,560, Citation,_Citation.Entry_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,Citation,EntryID,N,N,,Y,1,EntryInformation,EntryID,,Y,10,1,?,?,?
19570,deduced_hydrogen_bonds,N,T6,8,structure,560, Citation,_Citation.Sf_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,Citation,SfID,N,Y,,Y,1,DeducedHydrogenBonds,SfID,,Y,20,1,?,?,?
19580,deduced_hydrogen_bonds,N,T6,8,structure,560, Citation,_Citation.Cit_ID,,,,,open,Y,H,H,H,H,H,N,,,,,,Cit ID,INTEGER,,,Citation,CitID,N,N,,,1,Citations,CitID,,Y,30,1,?,?,?
19590,deduced_hydrogen_bonds,N,T6,8,structure,560, Citation,_Citation.Cit_label,,,,,open,Y,N,H,H,H,H,N,,,,,,Cit label,VARCHAR(127),,,Citation,CitLabel,N,N,,,,,,,Y,40,1,?,?,?
19600,representative_conformer,N,R,8,structure,570, Representative conformer,_Representative_conformer.Sf_category,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),,,RepresentativeConformer,SfCategory,N,N,,Y,,,,,N,5310,1,?,?,?
19610,representative_conformer,N,R,8,structure,570, Representative conformer,_Representative_conformer.Sf_framecode,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),,,RepresentativeConformer,SfFramecode,N,N,,,,,,,N,5320,1,?,?,?
19620,representative_conformer,N,R,8,structure,570, Representative conformer,_Representative_conformer.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,RepresentativeConformer,EntryID,N,N,,Y,,EntryInformation,EntryID,,N,5330,1,?,?,?
19630,representative_conformer,N,R,8,structure,570, Representative conformer,_Representative_conformer.Rep_conformer_ID,,SC,,,open,Y,N,H,H,H,H,N,,,,,,Rep conformer ID,CHAR(12),NOT NULL,,RepresentativeConformer,RepConformerID,N,Y,Y,,,,,,N,5340,1,?,?,?
19640,representative_conformer,N,R,8,structure,570, Representative conformer,_Representative_conformer.Details,,O,,,open,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,RepresentativeConformer,Details,N,N,,,,,,,N,5350,1,?,?,?
19650,representative_conformer,N,R,8,structure,570, Representative conformer,_Representative_conformer.Rep_conformer_derivation,,SC,Y,M,open,Y,N,Y,Y,Y,Y,N,,,,,,Rep conformer derivation,VARCHAR(127),,,RepresentativeConformer,RepConformerDerivation,N,N,,,,,,,N,5360,1,?,?,?
19660,representative_conformer,N,R,8,structure,570, Representative conformer,_Representative_conformer.Rep_conformer_file_name,,X,,MC,open,Y,N,Y,Y,Y,Y,N,,,,,,Rep conformer file name,VARCHAR(127),,,RepresentativeConformer,RepConformerFileName,N,N,,,,,,,N,5370,1,?,?,?
19670,representative_conformer,N,R,8,structure,570, Representative conformer,_Representative_conformer.Rep_conformer_original_file,,X,,MC,open,Y,N,Y,Y,Y,Y,N,,,,,,Rep conformer original file,VARCHAR(127),,,RepresentativeConformer,RepConformerOriginalFile,N,N,,,,,,,N,5380,1,?,?,?
19680,representative_conformer,N,R,8,structure,570, Representative conformer,_Representative_conformer.PDB_entry_accession_code,,X,,MC,open,Y,N,Y,Y,Y,Y,N,,,,,,PDB entry accession code,VARCHAR(15),,,RepresentativeConformer,PDBEntryAccessionCode,N,N,,,,,,,N,5390,1,?,?,?
19690,representative_conformer,N,R,8,structure,570, Representative conformer,_Representative_conformer.Conf_family_coord_set_ID,,SC,Y,M,open,Y,N,H,H,H,H,N,,,,,,Conf family coord set ID,CHAR(12),NOT NULL,,RepresentativeConformer,ConfFamilyCoordSetID,N,N,,,,ConformerFamilyCoordSet,ConfFamilyCoordSetID,,N,5400,1,?,?,?
19700,representative_conformer,N,R,8,structure,570, Representative conformer,_Representative_conformer.Conf_family_coord_set_label,,X,,,open,Y,H,Y,Y,Y,Y,N,,,,,,Conf family coord set label,VARCHAR(127),,,RepresentativeConformer,ConfFamilyCoordSetLabel,N,N,,,,,,,N,5410,1,?,?,?
19710,representative_conformer,N,T6,8,structure,570, Terminal residue,_Terminal_residue.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,TerminalResidue,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,?
19720,representative_conformer,N,T6,8,structure,570, Terminal residue,_Terminal_residue.Rep_conformer_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Rep conformer ID,CHAR(12),NOT NULL,,TerminalResidue,RepConformerID,N,Y,,Y,,RepresentativeConformer,RepConformerID,,Y,20,1,?,?,?
19730,representative_conformer,N,T6,8,structure,570, Terminal residue,_Terminal_residue.Molecule_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Molecule ID,CHAR(12),NOT NULL,,TerminalResidue,MoleculeID,N,N,,,,Entity,MoleculeID,,Y,30,1,?,?,?
19740,representative_conformer,N,T6,8,structure,570, Terminal residue,_Terminal_residue.Chem_comp_index_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Chem comp index ID,INTEGER,,,TerminalResidue,ChemCompIndexID,N,N,,,,MolSeq,ChemCompIndexID,,Y,40,1,?,?,?
19750,representative_conformer,N,T6,8,structure,570, Terminal residue,_Terminal_residue.Chem_comp_seq_num,,X,,,open,Y,H,H,H,H,H,N,,,,,,Chem comp seq num,INTEGER,,,TerminalResidue,ChemCompSeqNum,N,N,,,,MolSeq,ChemCompSeqNum,,Y,50,1,?,?,?
19760,representative_conformer,N,T6,8,structure,570, Terminal residue,_Terminal_residue.Chem_comp_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Chem comp ID,CHAR(12),NOT NULL,,TerminalResidue,ChemCompID,N,N,,,,ChemComp,ChemCompID,,Y,60,1,?,?,?
19770,representative_conformer,N,T6,8,structure,570, Rep conf,_Rep_conf.Entry_ID,,X,,,open,N,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,RepConf,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,?
19780,representative_conformer,N,T6,8,structure,570, Rep conf,_Rep_conf.Rep_conformer_ID,,X,,,open,N,H,H,H,H,H,N,,,,,,Rep conformer ID,CHAR(12),NOT NULL,,RepConf,RepConformerID,N,Y,,Y,,RepresentativeConformer,RepConformerID,,Y,20,1,?,?,?
19790,representative_conformer,N,T6,8,structure,570, Rep conf,_Rep_conf.Atom_coordinate_ID,,X,,M,open,N,H,H,H,H,H,N,,,,,,Atom coordinate ID,INTEGER,NOT NULL,,RepConf,AtomCoordinateID,Y,N,Y,Y,,AtomCoord,AtomCoordinateID,,Y,30,1,?,?,?
19800,representative_conformer,N,T6,8,structure,570, Rep conf,_Rep_conf.Atom_global_ID,,X,,,open,N,H,H,H,H,H,N,,,,,,Atom global ID,INTEGER,,,RepConf,AtomGlobalID,N,N,,,,Atom,AtomGlobalID,,Y,40,1,?,?,?
19810,representative_conformer,N,T6,8,structure,570, Rep conf,_Rep_conf.Atom_site_ID,,X,,,open,N,H,H,H,H,H,N,,,,,,Atom site ID,INTEGER,,,RepConf,AtomSiteID,N,N,,,,,,,Y,50,1,?,?,?
19820,representative_conformer,N,T6,8,structure,570, Rep conf,_Rep_conf.Molecule_ID,,X,,,open,N,H,H,H,H,H,N,,,,,,Molecule ID,CHAR(12),NOT NULL,,RepConf,MoleculeID,N,N,,,,Entity,MoleculeID,,Y,60,1,?,?,?
19830,representative_conformer,N,T6,8,structure,570, Rep conf,_Rep_conf.Chem_comp_index_ID,,X,,,open,N,H,H,H,H,H,N,,,,,,Chem comp index ID,INTEGER,,,RepConf,ChemCompIndexID,N,N,,,,MolSeq,ChemCompIndexID,,Y,70,1,?,?,?
19840,representative_conformer,N,T6,8,structure,570, Rep conf,_Rep_conf.Chem_comp_ID,,X,,,open,N,H,H,H,H,H,N,,,,,,Chem comp ID,CHAR(12),NOT NULL,,RepConf,ChemCompID,N,N,,,,ChemComp,ChemCompID,,Y,80,1,?,?,?
19850,representative_conformer,N,T6,8,structure,570, Rep conf,_Rep_conf.Chem_comp_PDB_ID_code,,X,,,open,N,H,H,H,H,H,N,,,,,,Chem comp PDB ID code,VARCHAR(15),,,RepConf,ChemCompPDBIDCode,N,N,,,,,,,Y,90,1,?,?,?
19860,representative_conformer,N,T6,8,structure,570, Rep conf,_Rep_conf.Chem_comp_seq_num,,X,,,open,N,H,H,H,H,H,N,,,,,,Chem comp seq num,INTEGER,,,RepConf,ChemCompSeqNum,N,N,,,,MolSeq,ChemCompSeqNum,,Y,100,1,?,?,?
19870,representative_conformer,N,T6,8,structure,570, Rep conf,_Rep_conf.Atom_ID,,X,,,open,N,H,H,H,H,H,N,,,,,,Atom ID,CHAR(12),NOT NULL,,RepConf,AtomID,N,N,,,,ChemCompAtom,AtomID,,Y,110,1,?,?,?
19880,representative_conformer,N,T6,8,structure,570, Rep conf,_Rep_conf.Atom_type,,X,,,open,N,H,Y,Y,Y,Y,N,,,,,,Atom type,VARCHAR(15),,,RepConf,AtomType,N,N,,,,,,,Y,120,1,?,?,The value for this tag is a standard IUPAC abbreviation for an element (i.e.\$ H\$ C\$ P\$ etc).
