Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,BMRB next release,Discussion List,SG Mandatory,,ADIT exists,User full view,User structure view,User non-structure view,User NMR param. View,Annotator full view,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,DbSpace,Example,Prompt,Description,STAR-CIF link ID,STAR to CIF transform code,STAR flag,DB flag,SfLabelFlg,Sf category flag,Framecode value flag,Natural primary key,Natural foreign key,Redundant keys,Parent tag,public,internal,sg/public,sg/internal,usr/public,usr/internal,Overide publiM,Overide internal,Overide sg/publiM,Overide sg/internal,Overide usr/publiM,Overide usr/internal,default value,Adit form code,Tag category,Tag field,Local key
15210,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Atom_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Atom ID,CHAR(12),NOT NULL,,SpectralDensity,AtomID,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,110,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,N,_Chem_comp_atom.Atom_ID,?,_Chem_comp_atom.Atom_ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_density,Atom_ID,?
15220,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Atom_type,,X,,,,N,H,Y,Y,Y,Y,N,,,,,,Atom type,VARCHAR(15),NOT NULL,,SpectralDensity,AtomType,N,N,,,,,,,,,Y,120,,,,,,0,?,n/a,The value for this tag is a standard IUPAC abbreviation for an element (i.e.$ H$ C$ P$ etc).,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_density,Atom_type,?
15230,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_zero_val,,X,,,,N,H,H,H,H,H,N,,,,,,W zero val,FLOAT,,,SpectralDensity,WZeroVal,N,N,,,,,,,,,Y,130,,,,,,0,?,n/a,W zero val,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_zero_val,?
15240,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_zero_val_err,,X,,,,N,H,H,H,H,H,N,,,,,,W zero val err,FLOAT,,,SpectralDensity,WZeroValErr,N,N,,,,,,,,,Y,140,,,,,,0,?,n/a,W zero val err,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_zero_val_err,?
15250,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_1H_val,,X,,,,N,H,H,H,H,H,N,,,,,,W 1H val,FLOAT,,,SpectralDensity,W1HVal,N,N,,,,,,,,,Y,150,,,,,,0,?,n/a,W 1H val,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_1H_val,?
15260,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_1H_val_err,,X,,,,N,H,H,H,H,H,N,,,,,,W 1H val err,FLOAT,,,SpectralDensity,W1HValErr,N,N,,,,,,,,,Y,160,,,,,,0,?,n/a,W 1H val err,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_1H_val_err,?
15270,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_13C_val,,X,,,,N,H,H,H,H,H,N,,,,,,W 13C val,FLOAT,,,SpectralDensity,W13CVal,N,N,,,,,,,,,Y,170,,,,,,0,?,n/a,W 13C val,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_13C_val,?
15280,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_13C_val_err,,X,,,,N,H,H,H,H,H,N,,,,,,W 13C val err,FLOAT,,,SpectralDensity,W13CValErr,N,N,,,,,,,,,Y,180,,,,,,0,?,n/a,W 13C val err,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_13C_val_err,?
15290,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_15N_val,,X,,,,N,H,H,H,H,H,N,,,,,,W 15N val,FLOAT,,,SpectralDensity,W15NVal,N,N,,,,,,,,,Y,190,,,,,,0,?,n/a,W 15N val,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_15N_val,?
15300,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.W_15N_val_err,,X,,,,N,H,H,H,H,H,N,,,,,,W 15N val err,FLOAT,,,SpectralDensity,W15NValErr,N,N,,,,,,,,,Y,200,,,,,,0,?,n/a,W 15N val err,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_density,W_15N_val_err,?
15310,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Sf_category,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),NOT NULL,,NewDataTypeList,SfCategory,N,N,,,,,,,,,N,4480,,,,,,1,?,Sf category,Category definition for the information content of the saveframe,?,?,Y,Y,N,Y,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_type_list,Sf_category,?
15320,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Sf_framecode,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,NewDataTypeList,SfFramecode,N,N,,,,,,,,,N,4490,,,,,,1,?,Label for new data listed,A label for the saveframe that describes in very brief terms the information contained in the saveframe.,?,?,Y,Y,N,N,N,N,?,?,?,I,I,I,I,I,I,I,I,I,I,I,I,?,0,New_data_type_list,Sf_framecode,?
15330,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,NewDataTypeList,EntryID,N,N,,,,Entry,ID,,,,N,4500,,,,,,1,?,Entry ID,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_type_list,Entry_ID,Y
15340,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,NewDataTypeList,SfID,N,Y,Y,Y,,,,,,,N,4510,,,,,,1,?,n/a,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,N,?,?,?,I,I,I,I,I,I,I,I,I,I,I,I,?,0,New_data_type_list,Sf_ID,?
15350,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,ID,CHAR(12),NOT NULL,,NewDataTypeList,NewDataTypeListID,N,N,Y,,,,,,,,N,4520,,,,,,1,?,n/a,A unique identifier for the list on new data values.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_type_list,ID,Y
15360,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Name,,MC,,,,Y,H,H,H,H,H,N,,,,,,Name,VARCHAR(127),NOT NULL,,NewDataTypeList,Name,N,N,,,,,,,,,N,4530,,,,,,0,?,Name,Name for the kind of data values that are being reported.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_type_list,Name,?
15370,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Definition,,MC,,,,Y,H,H,H,H,H,N,,,,,,Definition,TEXT,NOT NULL,,NewDataTypeList,Definition,N,N,,,,,,,,,N,4540,,,,,,0,?,Definition,A definition for the new kind of data that are being reported.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_type_list,Definition,?
15380,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Details,,O,,,,Y,H,H,H,H,H,N,,,,,,Details,TEXT,,,NewDataTypeList,Details,N,N,,,,,,,,,N,4550,,,,,,0,?,Details,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,New_data_type_list,Details,?
15390,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Sample_condition_list_ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,Sample condition list ID,CHAR(12),NOT NULL,,NewDataTypeList,SampleConditionListID,N,N,,,,Sample_condition_list,ID,,,,N,4560,,,,,,1,?,Sample conditions ID,Pointer to '_Sample_condition_list.ID',?,?,Y,Y,N,N,N,N,_Sample_condition_list.ID,?,_Sample_condition_list.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_type_list,Sample_condition_list_ID,?
15400,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Sample_condition_list_label,,X,,,,Y,H,Y,Y,Y,Y,N,,,,,,Sample condition list label,VARCHAR(127),NOT NULL,,NewDataTypeList,SampleConditionListLabel,N,N,,,,,,,,,N,4570,,9,,,,0,?,Sample conditions label,?,?,?,Y,Y,N,N,Y,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_type_list,Sample_condition_list_label,?
15410,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Text_data_format,,X,,,,Y,H,Y,Y,Y,Y,N,,,,,,Text data format,VARCHAR(31),,,NewDataTypeList,TextDataFormat,N,N,,,,,,,,,N,4580,,,,,,0,?,Text data format,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,New_data_type_list,Text_data_format,?
15420,new_data_types,N,R,5,NMR_parameters,320,New data type list,_New_data_type_list.Text_data,,X,,,,Y,H,Y,Y,Y,Y,N,,,,,,Text data,TEXT,,,NewDataTypeList,TextData,N,N,,,,,,,,,N,4590,,,,,,0,?,Text data,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,New_data_type_list,Text_data,?
15430,new_data_types,N,T6,5,NMR_parameters,320,Software,_New_data_software_apps.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,NewDataSoftwareApps,SfID,N,Y,,Y,,New_data_type_list,Sf_ID,,,,Y,10,,,,,,1,?,n/a,Pointer to '_New_data_type_list.Sf_ID',?,?,Y,Y,N,N,N,N,_New_data_type_list.Sf_ID,?,_New_data_type_list.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,New_data_software_apps,Sf_ID,?
15440,new_data_types,N,T6,5,NMR_parameters,320,Software,_New_data_software_apps.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,NewDataSoftwareApps,EntryID,N,N,,,,Entry,ID,,,,Y,20,,,,,,1,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_software_apps,Entry_ID,?
15450,new_data_types,N,T6,5,NMR_parameters,320,Software,_New_data_software_apps.New_data_type_list_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,New data type list ID,CHAR(12),NOT NULL,,NewDataSoftwareApps,NewDataTypeListID,N,N,,,,New_data_type_list,ID,,,,Y,30,,,,,,1,?,n/a,Pointer to '_New_data_type_list.ID',?,?,Y,Y,N,N,N,N,_New_data_type_list.ID,?,_New_data_type_list.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,New_data_software_apps,New_data_type_list_ID,Y
15460,new_data_types,N,T6,5,NMR_parameters,320,Software,_New_data_software_apps.Software_ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,Software ID,CHAR(12),NOT NULL,,NewDataSoftwareApps,SoftwareID,N,N,,Y,,Software,ID,,,,Y,40,,,,,,1,?,Software ID,Pointer to '_Software.ID',?,?,Y,Y,N,N,N,N,_Software.ID,?,_Software.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,New_data_software_apps,Software_ID,Y
15470,new_data_types,N,T6,5,NMR_parameters,320,Software,_New_data_software_apps.Software_label,,X,,,,Y,N,H,H,H,H,N,,,,,,Software label,VARCHAR(127),NOT NULL,,NewDataSoftwareApps,SoftwareLabel,N,N,,,,,,,,,Y,50,,,,,,0,?,Software label,Pointer to a saveframe of the category 'software',?,?,Y,Y,N,N,Y,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,New_data_software_apps,Software_label,?
15480,new_data_types,N,T6,5,NMR_parameters,320,Software,_New_data_software_apps.Method_ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,Method ID,CHAR(12),,,NewDataSoftwareApps,MethodID,N,N,,,,Method,ID,,,,Y,60,,,,,,1,?,Method ID,Pointer to '_Method.ID',?,?,Y,Y,N,N,N,N,_Method.ID,?,_Method.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,New_data_software_apps,Method_ID,?
15490,new_data_types,N,T6,5,NMR_parameters,320,Software,_New_data_software_apps.Method_label,,X,,,,Y,N,H,H,H,H,N,,,,,,Method label,VARCHAR(127),,,NewDataSoftwareApps,MethodLabel,N,N,,,,,,,,,Y,70,,,,,,0,?,Method label,Pointer to a saveframe of the category 'method',?,?,Y,Y,N,N,Y,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,New_data_software_apps,Method_label,?
15500,new_data_types,N,T6,5,NMR_parameters,320,NMR experiments and samples,_New_data_experiment.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,NewDataExperiment,SfID,N,Y,,Y,,New_data_type_list,Sf_ID,,,,Y,10,,,,,,1,?,n/a,Pointer to '_New_data_type_list.Sf_ID',?,?,Y,Y,N,N,N,N,_New_data_type_list.Sf_ID,?,_New_data_type_list.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,New_data_experiment,Sf_ID,?
15510,new_data_types,N,T6,5,NMR_parameters,320,NMR experiments and samples,_New_data_experiment.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,NewDataExperiment,EntryID,N,N,,,,Entry,ID,,,,Y,20,,,,,,1,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_experiment,Entry_ID,?
15520,new_data_types,N,T6,5,NMR_parameters,320,NMR experiments and samples,_New_data_experiment.New_data_type_list_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,New data type list ID,CHAR(12),NOT NULL,,NewDataExperiment,NewDataTypeListID,N,N,,,,New_data_type_list,ID,,,,Y,30,,,,,,1,?,n/a,Pointer to '_New_data_type_list.ID',?,?,Y,Y,N,N,N,N,_New_data_type_list.ID,?,_New_data_type_list.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_experiment,New_data_type_list_ID,Y
15530,new_data_types,N,T6,5,NMR_parameters,320,NMR experiments and samples,_New_data_experiment.NMR_spec_expt_ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,NMR spec expt ID,CHAR(12),,,NewDataExperiment,NMRSpecExptID,N,N,,,,NMR_spec_expt,ID,,,,Y,40,,,,,,1,?,Experiment ID,Pointer to '_NMR_spec_expt.ID',?,?,Y,Y,N,N,N,N,_NMR_spec_expt.ID,?,_NMR_spec_expt.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,New_data_experiment,NMR_spec_expt_ID,?
15540,new_data_types,N,T6,5,NMR_parameters,320,NMR experiments and samples,_New_data_experiment.NMR_spec_expt_label,,X,,,,Y,N,H,H,H,H,N,,,,,,NMR spec expt label,VARCHAR(127),,,NewDataExperiment,NMRSpecExptLabel,N,N,,,,,,,,,Y,50,,10,,,,0,?,Experiment label,Pointer to a saveframe of the category 'NMR_spectrometer_expt',?,?,Y,Y,N,N,Y,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,New_data_experiment,NMR_spec_expt_label,?
15550,new_data_types,N,T6,5,NMR_parameters,320,NMR experiments and samples,_New_data_experiment.Sample_ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,Sample ID,CHAR(12),NOT NULL,,NewDataExperiment,SampleID,N,N,,Y,,Sample,ID,,,,Y,60,,,,,,1,?,Sample ID,Pointer to '_Sample.ID',?,?,Y,Y,N,N,N,N,_Sample.ID,?,_Sample.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_experiment,Sample_ID,Y
15560,new_data_types,N,T6,5,NMR_parameters,320,NMR experiments and samples,_New_data_experiment.Sample_label,,X,,,,Y,Y,H,H,H,H,N,,,,,,Sample label,VARCHAR(127),NOT NULL,,NewDataExperiment,SampleLabel,N,N,,,,,,,,,Y,70,,8,,,,0,?,Sample label,Pointer to a saveframe of the category 'sample',?,?,Y,Y,N,N,Y,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,1,New_data_experiment,Sample_label,?
15570,new_data_types,N,T6,5,NMR_parameters,320,NMR experiments and samples,_New_data_experiment.Sample_state,,MC,Y,,,Y,Y,H,H,H,H,N,,,,,,Sample state,VARCHAR(31),NOT NULL,,NewDataExperiment,SampleState,N,N,,Y,,,,,,,Y,80,,,,,,0,?,Sample state,Physical state of the sample either anisotropic or isotropic.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,isotropic,1,New_data_experiment,Sample_state,Y
15580,new_data_types,N,T6,5,NMR_parameters,320,New data set type,_New_data_set_type.Sf_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,,NewDataSetType,SfID,N,Y,,Y,,,_New_data_type_list.Sf_ID,,,,Y,10,,,,,,1,?,n/a,?,?,?,Y,Y,N,N,N,N,_New_data_type_list.Sf_ID,?,?,I,I,I,I,I,I,I,I,I,I,I,I,?,0,New_data_set_type,Sf_ID,?
15590,new_data_types,N,T6,5,NMR_parameters,320,New data set type,_New_data_set_type.New_data_type_list_ID,,X,,,,N,H,H,H,H,H,N,,,,,,New data type list ID,CHAR(12),NOT NULL,,NewDataSetType,NewDataTypeListID,N,N,,Y,,,_New_data_type_list.ID,,,,Y,20,,,,,,1,?,n/a,?,?,?,Y,Y,N,N,N,N,_New_data_type_list.ID,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_set_type,New_data_type_list_ID,?
15600,new_data_types,N,T6,5,NMR_parameters,320,New data set type,_New_data_set_type.New_data_set_type_ID,,X,,,,N,H,H,H,H,H,N,,,,,,New data set type ID,CHAR(12),NOT NULL,,NewDataSetType,NewDataSetTypeID,N,N,,,,,,,,,Y,30,,,,,,1,?,n/a,?,?,?,Y,Y,N,N,N,N,,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_set_type,New_data_set_type_ID,?
15610,new_data_types,N,T6,5,NMR_parameters,320,New data set type,_New_data_set_type.Entry_atom_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Entry atom ID,CHAR(12),,,NewDataSetType,EntryAtomID,N,N,,,,,_Atom.Entry_atom_ID,,,,Y,40,,,,,,1,?,n/a,Pointer to '_Atom.Entry_atom_ID',?,?,Y,Y,N,N,N,N,_Atom.Entry_atom_ID,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,New_data_set_type,Entry_atom_ID,?
15620,new_data_types,N,T6,5,NMR_parameters,320,New data set type,_New_data_set_type.Entity_assembly_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Entity assembly ID,CHAR(12),NOT NULL,,NewDataSetType,EntityAssemblyID,N,N,,,,,_Entity_assembly.ID,,,,Y,50,,,,,,1,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,N,_Entity_assembly.ID,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_set_type,Entity_assembly_ID,?
15630,new_data_types,N,T6,5,NMR_parameters,320,New data set type,_New_data_set_type.Entity_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Entity ID,CHAR(12),NOT NULL,,NewDataSetType,EntityID,N,N,,,,,_Entity.ID,,,,Y,60,,,,,,1,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,N,_Entity.ID,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_set_type,Entity_ID,?
15640,new_data_types,N,T6,5,NMR_parameters,320,New data set type,_New_data_set_type.Comp_index_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Comp index ID,CHAR(12),NOT NULL,,NewDataSetType,CompIndexID,N,N,,,,,_Entity_comp_index.ID,,,,Y,70,,,,,,1,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,N,,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_set_type,Comp_index_ID,?
15650,new_data_types,N,T6,5,NMR_parameters,320,New data set type,_New_data_set_type.Seq_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Seq ID,INTEGER,NOT NULL,,NewDataSetType,SeqID,N,N,,,,,_Entity_poly_seq.Num,,,,Y,80,,,,,,1,?,n/a,Pointer to '_Entity_poly_seq.Num',?,?,Y,Y,N,N,N,N,_Entity_comp_index.Num,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_set_type,Seq_ID,?
15660,new_data_types,N,T6,5,NMR_parameters,320,New data set type,_New_data_set_type.Comp_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Comp ID,CHAR(12),NOT NULL,,NewDataSetType,CompID,N,N,,,,,_Chem_comp.ID,,,,Y,90,,,,,,1,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,N,_Chem_comp.ID,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_set_type,Comp_ID,?
15670,new_data_types,N,T6,5,NMR_parameters,320,New data set type,_New_data_set_type.Atom_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Atom ID,CHAR(12),NOT NULL,,NewDataSetType,AtomID,N,N,,,,,_Chem_comp_atom.Atom_ID,,,,Y,100,,,,,,1,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,N,_Chem_comp_atom.Atom_ID,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_set_type,Atom_ID,?
15680,new_data_types,N,T6,5,NMR_parameters,320,New data set type,_New_data_set_type.Atom_type,,X,,,,N,H,Y,Y,Y,Y,N,,,,,,Atom type,VARCHAR(15),NOT NULL,,NewDataSetType,AtomType,N,N,,,,,_Chem_comp_atom.Type_symbol,,,,Y,110,,,,,,1,?,n/a,The value for this tag is a standard IUPAC abbreviation for an element (i.e.$ H$ C$ P$ etc).,?,?,Y,Y,N,N,N,N,,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_set_type,Atom_type,?
15690,new_data_types,N,T6,5,NMR_parameters,320,New data set type,_New_data_set_type.New_data_set_type_val,,X,,,,N,H,H,H,H,H,N,,,,,,New data set type val,FLOAT,NOT NULL,,NewDataSetType,NewDataSetTypeVal,N,N,,,,,,,,,Y,120,,,,,,1,?,n/a,?,?,?,Y,Y,N,N,N,N,,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,New_data_set_type,New_data_set_type_val,?
15700,new_data_types,N,T6,5,NMR_parameters,320,New data set type,_New_data_set_type.New_data_set_type_val_err,,X,,,,N,H,H,H,H,H,N,,,,,,New data set type val err,FLOAT,,,NewDataSetType,NewDataSetTypeValErr,N,N,,,,,,,,,Y,130,,,,,,1,?,n/a,?,?,?,Y,Y,N,N,N,N,,?,?,C,C,C,C,C,C,C,C,C,C,C,C,?,0,New_data_set_type,New_data_set_type_val_err,?
15710,H_exch_rates,N,R,6,kinetics,330,Hydrogen exchange rates,_H_exch_rate_list.Sf_category,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),NOT NULL,,HExchRateList,SfCategory,N,N,,,,,,,,,N,4600,,,,,,1,?,Sf category,Category definition for the information content of the saveframe,?,?,Y,Y,N,Y,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,H_exch_rate_list,Sf_category,?
15720,H_exch_rates,N,R,6,kinetics,330,Hydrogen exchange rates,_H_exch_rate_list.Sf_framecode,,X,,,,Y,Y,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,HExchRateList,SfFramecode,N,N,,,,,,,,,N,4610,,,,,,1,?,H exchange rate list label,A label for the saveframe that describes in very brief terms the information contained in the saveframe.,?,?,Y,Y,N,N,N,N,?,?,?,I,I,I,I,I,I,I,I,I,I,I,I,?,1,H_exch_rate_list,Sf_framecode,?
15730,H_exch_rates,N,R,6,kinetics,330,Hydrogen exchange rates,_H_exch_rate_list.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,HExchRateList,EntryID,N,N,,,,Entry,ID,,,,N,4620,,,,,,1,?,Entry ID,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,H_exch_rate_list,Entry_ID,Y
15740,H_exch_rates,N,R,6,kinetics,330,Hydrogen exchange rates,_H_exch_rate_list.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,HExchRateList,SfID,N,Y,Y,Y,,,,,,,N,4630,,,,,,1,?,n/a,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,N,?,?,?,I,I,I,I,I,I,I,I,I,I,I,I,?,0,H_exch_rate_list,Sf_ID,?
15750,H_exch_rates,N,R,6,kinetics,330,Hydrogen exchange rates,_H_exch_rate_list.ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,ID,CHAR(12),NOT NULL,,HExchRateList,HExchRateListID,N,N,Y,,,,,,,,N,4640,,,,,,1,?,n/a,A unique identifier for the list of hydrogen exchange rate data.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,H_exch_rate_list,ID,Y
15760,H_exch_rates,N,R,6,kinetics,330,Hydrogen exchange rates,_H_exch_rate_list.Details,,O,,,,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,HExchRateList,Details,N,N,,,,,,,,,N,4650,,,,,,0,?,Details,Text describing the reported hydrogen exchange rates.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,2,H_exch_rate_list,Details,?
