Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,Redundant keys,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Resonance_ID_2,,,,,,N,H,,M,,,N,,,,,,Resonance ID 2,INTEGER,,,,,N,N,,,,Resonance,ID,,,,Y,310,,,,,,0,?,n/a,Pointer to '_Resonance.ID',?,?,Y,Y,N,N,N,,,,_Resonance.ID,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Resonance_ID_2,?,?,N,,N,N,int,,,,,Pointer to '_Resonance.ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Auth_entity_assembly_ID_1,,,,,,N,H,,M,,,N,,,,,,Auth entity assembly ID 1,VARCHAR(15),,,,,N,N,,,,,,,,,Y,320,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Auth_entity_assembly_ID_1,?,?,N,,N,N,code,,,,,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Entity_assembly_ID.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Auth_seq_ID_1,,,,,,N,H,,M,,,N,,,,,,Auth seq ID 1,VARCHAR(15),,,,,N,N,,,,,,,,,Y,330,,,,,,0,-3,n/a,An alternative identifier for Seq_id that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Auth_seq_ID_1,?,?,N,,N,N,code,,,,,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Auth_comp_ID_1,,,,,,N,H,,M,,,N,,,,,,Auth comp ID 1,VARCHAR(15),,,,,N,N,,,,,,,,,Y,340,,,,,,0,DPN,n/a,An alternative identifier for Comp_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Auth_comp_ID_1,?,?,N,,N,N,code,,,,,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Auth_atom_ID_1,,,,,,N,H,,M,,,N,,,,,,Auth atom ID 1,VARCHAR(15),,,,,N,N,,,,,,,,,Y,350,,,,,,0,HB1,n/a,An alternative identifier for Atom_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Auth_atom_ID_1,?,?,N,,N,N,code,,,,,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Auth_entity_assembly_ID_2,,,,,,N,H,,M,,,N,,,,,,Auth entity assembly ID 2,VARCHAR(15),,,,,N,N,,,,,,,,,Y,360,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Auth_entity_assembly_ID_2,?,?,N,,N,N,code,,,,,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Entity_assembly_ID.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Auth_seq_ID_2,,,,,,N,H,,M,,,N,,,,,,Auth seq ID 2,VARCHAR(15),,,,,N,N,,,,,,,,,Y,370,,,,,,0,-3,n/a,An alternative identifier for Seq_id that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Auth_seq_ID_2,?,?,N,,N,N,code,,,,,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Auth_comp_ID_2,,,,,,N,H,,M,,,N,,,,,,Auth comp ID 2,VARCHAR(15),,,,,N,N,,,,,,,,,Y,380,,,,,,0,DPN,n/a,An alternative identifier for Comp_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Auth_comp_ID_2,?,?,N,,N,N,code,,,,,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Auth_atom_ID_2,,,,,,N,H,,M,,,N,,,,,,Auth atom ID 2,VARCHAR(15),,,,,N,N,,,,,,,,,Y,390,,,,,,0,HB1,n/a,An alternative identifier for Atom_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Auth_atom_ID_2,?,?,N,,N,N,code,,,,,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Sf_ID,,,,,,N,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Dipolar_coupling_list,Sf_ID,,,,Y,400,,,,,,4,?,n/a,Pointer to '_Dipolar_coupling_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Dipolar_coupling_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Dipolar_coupling,Sf_ID,?,?,N,,N,N,int,,,,,Pointer to '_Dipolar_coupling_list.Sf_ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Entry_ID,,,,,,N,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,410,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Entry_ID,?,?,N,,N,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Dipolar_coupling_list_ID,,,,,,N,H,,M,,,N,,,,,,Dipolar coupling list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Dipolar_coupling_list,ID,,,,Y,420,,,,,,5,?,n/a,Pointer to '_Dipolar_coupling_list.ID',?,?,Y,Y,N,N,N,,,,_Dipolar_coupling_list.ID,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Dipolar_coupling_list_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Dipolar_coupling_list.ID',,N,,Y,,,,,,,,?,?,?
,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Sf_category,,,,,,Y,H,,M,,,N,,,,,,Sf category,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,8680,,,,,,1,?,Sf category,Category definition for the information content of the save frame,?,?,Y,Y,N,Y,N,,,,,V,V,,,,C,V,V,,,,,?,0,Spectral_density_list,Sf_category,?,?,N,,Y,N,code,,,,,Category definition for the information content of the save frame,,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Sf_framecode,,,,,,Y,H,,M,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,8690,,,,,,2,?,Spectral density value list label,A label for the save frame that describes in very brief terms the information contained in the save frame.,?,?,Y,Y,Y,N,N,,,,,V,V,,,,,I,I,,,,,spectral_density_list_1,1,Spectral_density_list,Sf_framecode,?,?,N,,Y,N,framecode,,,,,A label for the save frame that describes in very brief terms the information contained in the save frame.,,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,N,8700,,,,,,3,?,Entry ID,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Spectral_density_list,Entry_ID,Y,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,Y,,,,,,,,N,8710,,,,,,4,?,Sf ID,An integer value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,,,,,I,I,,,,,I,I,,,,,?,0,Spectral_density_list,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.ID,,,,,,Y,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,N,N,Y,Y,,,,,,,N,8720,,,,,,5,?,n/a,An integer value that uniquely identifies this save frame of spectral density data from other save frames of this category in an entry.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Spectral_density_list,ID,Y,?,N,,Y,N,int,,,,,An integer value that uniquely identifies this save frame of spectral density data from other save frames of this category in an entry.,,N,,Y,,,,,,,,?,?,?
,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Name,,,,,,Y,Y,,M,,,N,,,,,,Name,VARCHAR(127),,,,,N,N,,,,,,,,,N,8730,,,,,,0,?,Spectral density value list name,A name for the data set that describes in very brief terms the information contained in the data set.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,Spectral_density_list,Name,?,?,N,,Y,N,line,,,,,A name assigned to the save frame.,,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Data_file_name,,,,,,Y,Y,,M,,,N,,Upload data,_Upload_data.Data_file_name,,,Data file name,VARCHAR(127),,Y,,,N,N,,,,,,,,,N,8740,,19,,,,0,?,Deposited data file name,The name of the file submitted with this depostion that contains the quantitative data for this save frame.,?,?,Y,Y,N,N,N,,,,,I,V,,,,,I,V,,,,,?,1,Spectral_density_list,Data_file_name,?,?,N,,Y,N,line,,,,,The name of the file submitted with this depostion that contains the quantitative data for this save frame.,,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Sample_condition_list_ID,,,,,,Y,H,,M,,,N,,,,,,Sample condition list ID,INTEGER,NOT NULL,,,,N,N,,,,Sample_condition_list,ID,,,,N,8750,,,,,,7,?,Sample conditions ID,Pointer to '_Sample_condition_list.ID',?,?,Y,Y,N,N,N,,,,_Sample_condition_list.ID,V,V,,,,,V,V,,,,,?,0,Spectral_density_list,Sample_condition_list_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Sample_condition_list.ID',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Sample_condition_list_label,,,,,,Y,Y,,M,,,N,,,,,,Sample condition list label,VARCHAR(127),NOT NULL,,,,N,N,,,,Sample_condition_list,Sf_framecode,,,,N,8760,,9,,,,8,?,Sample conditions label,The label for the set of experimental sample conditions used to collect the data for determination of the spectral density values.,?,?,Y,Y,N,N,Y,,,,,O,V,,,,,V,V,,,,,?,1,Spectral_density_list,Sample_condition_list_label,?,?,N,,Y,N,framecode,,,,,The label for the set of experimental sample conditions used to collect the data for determination of the spectral density values.,,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Details,,,,,,Y,N,,M,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,N,8770,,,,,,0,?,Details,Text describing the reported spectral density values.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,2,Spectral_density_list,Details,?,?,N,,Y,N,text,,,,,Text describing the reported spectral density values.,,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Text_data_format,,,,,,Y,H,,M,,,N,,,,,,Text data format,VARCHAR(31),,,,,N,N,,,,,,,,,N,8780,,,,,,0,?,Text data format,The data format used to represent the spectral density data as ASCII text in the text block that is the value to the '_Assigned_chem_shift.Text_data' tag.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Spectral_density_list,Text_data_format,?,?,N,,Y,N,line,,,,,The data format used to represent the spectral density data as ASCII text in the text block that is the value to the '_Spectral_density_list.Text_data' tag.,,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,R,5,NMR_parameters,280,Spectral density values,_Spectral_density_list.Text_data,,,,,,Y,H,,M,,,N,,,,,,Text data,TEXT,,,,,N,N,,,,,,,,,N,8790,,,,,,0,?,Text data,A set of spectral density data formatted as ASCII text.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Spectral_density_list,Text_data,?,?,N,,Y,N,text,,,,,A set of spectral density data formatted as ASCII text.,,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments used to derive these data,_Spectral_density_experiment.Experiment_ID,,,,,,Y,Y,,M,,,N,,,,,,Experiment ID,INTEGER,NOT NULL,,,,N,N,,Y,,Experiment,ID,,,,Y,10,4,,,,,7,?,Experiment name,Pointer to an experiment in the list of experiments described in the experiment section of the deposition.,?,?,Y,Y,N,N,N,,,,,O,O,,,,R,O,O,,,,,?,1,Spectral_density_experiment,Experiment_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Experiment.ID',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments used to derive these data,_Spectral_density_experiment.Experiment_name,,,,,,Y,H,,M,,,N,,,,,,Experiment name,VARCHAR(127),,,,,N,N,,,,Experiment,Name,,,,Y,20,4,,,,,0,?,Experiment name,Pointer to an experiment in the list of experiments described in the experiment section of the deposition.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Spectral_density_experiment,Experiment_name,?,?,N,,Y,N,line,,,,,The name of an experiment used to determine the data reported. The experiment name should exist in the experiments listed as values to the tag '_Experiment.Name'.,,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments used to derive these data,_Spectral_density_experiment.Sample_ID,,,,,,Y,H,,M,,,N,,,,,,Sample ID,INTEGER,,,,,N,N,,,,Sample,ID,,,,Y,30,4,,,,,7,?,Sample ID,Pointer to '_Sample.ID',?,?,Y,Y,N,N,N,,,,_Sample.ID,O,O,,,,,O,O,,,,,?,0,Spectral_density_experiment,Sample_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Sample.ID',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments used to derive these data,_Spectral_density_experiment.Sample_label,,,,,,Y,N,,M,,,N,,,,,,Sample label,VARCHAR(127),,,,,N,N,,,,Sample,Sf_framecode,,,,Y,40,4,8,,,,8,?,Sample label,Pointer to a save frame of the category 'sample',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,Spectral_density_experiment,Sample_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'sample',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments used to derive these data,_Spectral_density_experiment.Sample_state,,,,,,Y,N,,M,,,Y,N,,,,,Sample state,VARCHAR(31),,,,,N,N,,,,,,,,,Y,50,4,,,,,0,?,Sample state,Physical state of the sample either anisotropic or isotropic.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,V,V,,,,,?,1,Spectral_density_experiment,Sample_state,Y,?,N,,Y,N,line,,,,,Physical state of the sample either anisotropic or isotropic.,,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments used to derive these data,_Spectral_density_experiment.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Spectral_density_list,Sf_ID,,,,Y,60,4,,,,,4,?,n/a,Pointer to '_Spectral_density_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Spectral_density_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Spectral_density_experiment,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Spectral_density_list.Sf_ID',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments used to derive these data,_Spectral_density_experiment.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,70,4,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Spectral_density_experiment,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,NMR experiments used to derive these data,_Spectral_density_experiment.Spectral_density_list_ID,,,,,,Y,H,,M,,,N,,,,,,Spectral density list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Spectral_density_list,ID,,,,Y,80,4,,,,,5,?,n/a,Pointer to '_Spectral_density_list.ID',?,?,Y,Y,N,N,N,,,,_Spectral_density_list.ID,V,V,,,,,V,V,,,,,?,0,Spectral_density_experiment,Spectral_density_list_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Spectral_density_list.ID',,N,,Y,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software.Software_ID,,,,,,Y,H,,M,,,N,,,,,,Software ID,INTEGER,NOT NULL,,,,N,N,,Y,,Software,ID,,,,Y,10,,,,,,7,?,Software ID,Pointer to '_Software.ID',?,?,Y,Y,N,N,N,,,,_Software.ID,O,O,,,,,O,O,,,,,?,0,Spectral_density_software,Software_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Software.ID',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software.Software_label,,,,,,Y,Y,,M,,,N,,,,,,Software label,VARCHAR(127),,,,,N,N,,,,Software,Sf_framecode,,,,Y,20,,11,,,,8,?,Software label,Pointer to a save frame of the category 'software',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,Spectral_density_software,Software_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'software',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software.Method_ID,,,,,,Y,H,,M,,,N,,,,,,Method ID,INTEGER,NOT NULL,,,,N,N,,,,Method,ID,,,,Y,30,,,,,,7,?,Method ID,Pointer to '_Method.ID',?,?,Y,Y,N,N,N,,,,_Method.ID,O,O,,,,,O,O,,,,,?,0,Spectral_density_software,Method_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Method.ID',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software.Method_label,,,,,,Y,H,,M,,,N,,,,,,Method label,VARCHAR(127),,,,,N,N,,,,Method,Sf_framecode,,,,Y,40,,12,,,,8,?,Method label,Pointer to a save frame of the category 'method',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,Spectral_density_software,Method_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'method',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Spectral_density_list,Sf_ID,,,,Y,50,,,,,,4,?,n/a,Pointer to '_Spectral_density_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Spectral_density_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Spectral_density_software,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Spectral_density_list.Sf_ID',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,60,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,O,,,,,O,O,,,,,?,0,Spectral_density_software,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Software,_Spectral_density_software.Spectral_density_list_ID,,,,,,Y,H,,M,,,N,,,,,,Spectral density list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Spectral_density_list,ID,,,,Y,70,,,,,,5,?,n/a,Pointer to '_Spectral_density_list.ID',?,?,Y,Y,N,N,N,,,,_Spectral_density_list.ID,O,O,,,,,O,O,,,,,?,0,Spectral_density_software,Spectral_density_list_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Spectral_density_list.ID',,N,,Y,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.ID,,,,,,N,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,Y,N,,Y,,,,,,,Y,10,,,,,,6,?,n/a,Spectral density ID,?,?,Y,Y,N,N,N,,,,,V,I,,,,R,V,V,,,,,?,0,Spectral_density,ID,Y,spectral density values,N,,N,N,int,,,,,Spectral density ID,,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Assembly_atom_ID,,,,,,N,H,,M,,,N,,,,,,Assembly atom ID,INTEGER,,,,,N,N,,,,Atom,Assembly_atom_ID,,,,Y,20,,,,,,0,?,n/a,Pointer to '_Atom.Assembly_atom_ID',?,?,Y,Y,N,N,N,,,,_Atom.Assembly_atom_ID,O,I,,,,,O,O,,,,,?,0,Spectral_density,Assembly_atom_ID,?,?,N,,N,N,int,,,,,Pointer to '_Atom.Assembly_atom_ID',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Entity_assembly_ID,,,,,,N,H,,M,,,N,,,,,,Entity assembly ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_assembly,ID,,,,Y,30,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,,,,_Entity_assembly.ID,V,I,,,,,V,V,,,,,?,0,Spectral_density,Entity_assembly_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_assembly.ID',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Entity_ID,,,,,,N,H,,M,,,N,,,,,,Entity ID,INTEGER,NOT NULL,,,,N,N,,,,Entity,ID,,,,Y,40,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,,,,_Entity.ID,V,I,,,,,V,V,,,,,?,0,Spectral_density,Entity_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity.ID',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Comp_index_ID,,,,,,N,H,,M,,,N,,,,,,Comp index ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_comp_index,ID,,,,Y,50,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,,,,_Entity_comp_index.ID,V,I,,,,,V,V,,,,,?,0,Spectral_density,Comp_index_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_comp_index.ID',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Seq_ID,,,,,,N,H,,M,,,N,,,,,,Seq ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_poly_seq,Num,,,,Y,60,,,,,,0,?,n/a,Pointer to '_PDBX_poly_seq_scheme.Seq_ID',?,?,Y,Y,N,N,N,,,,_PDBX_poly_seq_scheme.Seq_ID,O,I,,,,,V,V,,,,,?,0,Spectral_density,Seq_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_poly_seq.Num',,N,,?,,,,,,,,?,?,?
,spectral_density_values,N,T6,5,NMR_parameters,280,Spectral density,_Spectral_density.Comp_ID,,,,,,N,H,,M,,,N,,,,,,Comp ID,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp,ID,,,,Y,70,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,,,,_Chem_comp.ID,V,I,,,,,V,V,,,,,?,0,Spectral_density,Comp_ID,?,?,N,,N,N,code,,,,,Pointer to '_Chem_comp.ID',,N,,?,,,,,,,,?,?,?
