Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,obsolete tag,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
28560,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Data_file_name,,,,,,Y,Y,,M,,,N,,Upload data,_Upload_data.Data_file_name,,,Data file name,VARCHAR(127),,Y,,,N,N,,,,,,,,,N,8270,,19,,,,0,?,Deposited data file name,The name of the file submitted with this depostion that contains the quantitative data for this save frame.,?,?,Y,Y,N,N,N,,,,,I,V,,,,,I,V,,,,,?,1,Chem_shift_anisotropy,Data_file_name,?,?,N,,Y,N,line,,,,,The name of the file submitted with this depostion that contains the quantitative data for this save frame.,,N,,?,,,,,,,,?,?,?
28570,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Sample_condition_list_ID,,,,,,Y,H,,M,,,N,,,,,,Sample condition list ID,INTEGER,NOT NULL,,,,N,N,,,,Sample_condition_list,ID,,,,N,8280,,,,,,7,?,Sample conditions ID,Pointer to '_Sample_condition_list.ID',?,?,Y,Y,N,N,N,,,,_Sample_condition_list.ID,V,V,,,,,V,V,,,,,?,0,Chem_shift_anisotropy,Sample_condition_list_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Sample_condition_list.ID',,N,,?,,,,,,,,?,?,?
28580,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Sample_condition_list_label,,,,,,Y,Y,,M,,,N,,,,,,Sample condition list label,VARCHAR(127),,,,,N,N,,,,Sample_condition_list,Sf_framecode,,,,N,8290,,9,,,,8,?,Sample conditions label,Pointer to a save frame of the category 'sample_conditions',?,?,Y,Y,N,N,Y,,,,,O,V,,,,,V,V,,,,,?,1,Chem_shift_anisotropy,Sample_condition_list_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'sample_conditions',,N,,?,,,,,,,,?,?,?
28590,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Spectrometer_frequency_1H,,Spectrometer frequency 1H,C,,,Y,H,,M,,,N,,,,,,Spectrometer frequency 1H,FLOAT,,,,,N,N,,,,,,,,,N,8300,,,,,,0,?,Spectrometer frequency 1H,NMR spectrometer operating frequency for protons.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Chem_shift_anisotropy,Spectrometer_frequency_1H,?,?,N,,Y,N,float,,,,,NMR spectrometer operating frequency for protons.,,N,,?,,,,,,,,?,?,?
28600,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Val_units,,Value units,C,,,Y,Y,,M,,,Y,N,,,,,Val units,VARCHAR(15),NOT NULL,,,,N,N,,,,,,,,,N,8310,,,,,,0,ppm,Units for CSA values,Provide the units used for the chemical shift anisotropy values reported.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Chem_shift_anisotropy,Val_units,?,?,N,,Y,N,code,,,,,Provide the units used for the chemical shift anisotropy values reported.,,N,,?,,,,,,,,?,?,?
28610,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Details,,,,,,Y,N,,M,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,N,8320,,,,,,0,?,Details,Text describing the reported chemical shift anisotropy data.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,2,Chem_shift_anisotropy,Details,?,?,N,,Y,N,text,,,,,Text describing the reported chemical shift anisotropy data.,,N,,?,,,,,,,,?,?,?
28620,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Text_data_format,,,,,,Y,H,,M,,,N,,,,,,Text data format,VARCHAR(31),,,,,N,N,,,,,,,,,N,8330,,,,,,0,?,Text data format,The data format used to represent the chemical shift anisotropy data as ASCII text in the text block that is the value to the '_Assigned_chem_shift.Text_data' tag.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Chem_shift_anisotropy,Text_data_format,?,?,N,,Y,N,line,,,,,The data format used to represent the chemical shift anisotropy data as ASCII text in the text block that is the value to the '_Chem_shift_anisotropy.Text_data' tag.,,N,,?,,,,,,,,?,?,?
28630,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Text_data,,,,,,Y,H,,M,,,N,,,,,,Text data,TEXT,,,,,N,N,,,,,,,,,N,8340,,,,,,0,?,Text data,A set of chemical shift anisotropy data formatted as ASCII text.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Chem_shift_anisotropy,Text_data,?,?,N,,Y,N,text,,,,,A set of chemical shift anisotropy data formatted as ASCII text.,,N,,?,,,,,,,,?,?,?
28640,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Experiment_ID,,,,,,Y,Y,,M,,,N,,,,,,Experiment ID,INTEGER,NOT NULL,,,,N,N,,Y,,Experiment,ID,,,,Y,10,4,,,,,7,?,Experiment name,Pointer to an experiment in the list of experiments described in the experiment section of the deposition.,?,?,Y,Y,N,N,N,,,,,O,O,,,,R,O,O,,,,,?,1,CS_anisotropy_experiment,Experiment_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Experiment.ID',,N,,?,,,,,,,,?,?,?
28650,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Experiment_name,,Experiment name,C,,,Y,H,,M,,,N,,,,,,Experiment name,VARCHAR(127),,,,,N,N,,,,Experiment,Name,,,,Y,20,4,,,,,0,?,Experiment name,Pointer to an experiment in the list of experiments described in the experiment section of the deposition.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,CS_anisotropy_experiment,Experiment_name,?,?,N,,Y,N,line,,,,,The name of an experiment used to determine the data reported. The experiment name should exist in the experiments listed as values to the tag '_Experiment.Name'.,,N,,?,,,,,,,,?,?,?
28660,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Sample_ID,,,,,,Y,H,,M,,,N,,,,,,Sample ID,INTEGER,,,,,N,N,,,,Sample,ID,,,,Y,30,4,,,,,7,?,Sample ID,Pointer to '_Sample.ID',?,?,Y,Y,N,N,N,,,,_Sample.ID,O,O,,,,,O,O,,,,,?,0,CS_anisotropy_experiment,Sample_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Sample.ID',,N,,?,,,,,,,,?,?,?
28670,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Sample_label,,,,,,Y,H,,M,,,N,,,,,,Sample label,VARCHAR(127),,,,,N,N,,,,Sample,Sf_framecode,,,,Y,40,4,8,,,,8,?,Sample label,Pointer to a save frame of the category 'sample',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,CS_anisotropy_experiment,Sample_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'sample',,N,,?,,,,,,,,?,?,?
28680,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Sample_state,,Sample state (isotropic; anisotropic),C,,,Y,H,,M,,,Y,N,,,,,Sample state,VARCHAR(31),,,,,N,N,,,,,,,,,Y,50,4,,,,,0,?,Sample state,Physical state of the sample either anisotropic or isotropic.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,V,V,,,,,?,1,CS_anisotropy_experiment,Sample_state,Y,?,N,,Y,N,line,,,,,Physical state of the sample either anisotropic or isotropic.,,N,,?,,,,,,,,?,?,?
28690,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Chem_shift_anisotropy,Sf_ID,,,,Y,60,4,,,,,4,?,n/a,Pointer to '_Chem_shift_anisotropy.Sf_ID',?,?,Y,Y,N,N,N,,,,_Chem_shift_anisotropy.Sf_ID,I,I,,,,,I,I,,,,,?,0,CS_anisotropy_experiment,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Chem_shift_anisotropy.Sf_ID',,N,,?,,,,,,,,?,?,?
28700,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Entry_ID,,Entry ID,C,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Chem_shift_anisotropy,Entry_ID,,,,Y,70,4,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,CS_anisotropy_experiment,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
28710,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Chem_shift_anisotropy_ID,,,,,,Y,H,,M,,,N,,,,,,Chem shift anisotropy ID,INTEGER,NOT NULL,,,,N,N,,Y,,Chem_shift_anisotropy,ID,,,,Y,80,4,,,,,5,?,n/a,Pointer to '_Chem_shift_anisotropy.ID',?,?,Y,Y,N,N,N,,,,_Chem_shift_anisotropy.ID,V,V,,,,,V,V,,,,,?,0,CS_anisotropy_experiment,Chem_shift_anisotropy_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Chem_shift_anisotropy.ID',,N,,Y,,,,,,,,?,?,?
28720,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,Software,_CS_anisotropy_software.Software_ID,,,,,,Y,H,,M,,,N,,,,,,Software ID,INTEGER,NOT NULL,,,,N,N,,Y,,Software,ID,,,,Y,10,,,,,,7,?,Software ID,Pointer to '_Software.ID',?,?,Y,Y,N,N,N,,,,_Software.ID,O,O,,,,,O,O,,,,,?,0,CS_anisotropy_software,Software_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Software.ID',,N,,?,,,,,,,,?,?,?
28730,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,Software,_CS_anisotropy_software.Software_label,,Software label,C,,,Y,Y,,M,,,N,,,,,,Software label,VARCHAR(127),,,,,N,N,,,,Software,Sf_framecode,,,,Y,20,,11,,,,8,?,Software label,Pointer to a save frame of the category 'software',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,CS_anisotropy_software,Software_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'software',,N,,?,,,,,,,,?,?,?
28740,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,Software,_CS_anisotropy_software.Method_ID,,,,,,Y,H,,M,,,N,,,,,,Method ID,INTEGER,,,,,N,N,,,,Method,ID,,,,Y,30,,,,,,7,?,Method ID,Pointer to '_Method.ID',?,?,Y,Y,N,N,N,,,,_Method.ID,O,O,,,,,O,O,,,,,?,0,CS_anisotropy_software,Method_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Method.ID',,N,,?,,,,,,,,?,?,?
28750,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,Software,_CS_anisotropy_software.Method_label,,,,,,Y,H,,M,,,N,,,,,,Method label,VARCHAR(127),,,,,N,N,,,,Method,Sf_framecode,,,,Y,40,,12,,,,8,?,Method label,Pointer to a save frame of the category 'method',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,CS_anisotropy_software,Method_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'method',,N,,?,,,,,,,,?,?,?
28760,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,Software,_CS_anisotropy_software.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Chem_shift_anisotropy,Sf_ID,,,,Y,50,,,,,,4,?,n/a,Pointer to '_Chem_shift_anisotropy.Sf_ID',?,?,Y,Y,N,N,N,,,,_Chem_shift_anisotropy.Sf_ID,I,I,,,,,I,I,,,,,?,0,CS_anisotropy_software,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Chem_shift_anisotropy.Sf_ID',,N,,?,,,,,,,,?,?,?
28770,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,Software,_CS_anisotropy_software.Entry_ID,,Entry ID,C,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Chem_shift_anisotropy,Entry_ID,,,,Y,60,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,O,,,,,V,V,,,,,?,0,CS_anisotropy_software,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
28780,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,Software,_CS_anisotropy_software.Chem_shift_anisotropy_ID,,,,,,Y,H,,M,,,N,,,,,,Chem shift anisotropy ID,INTEGER,NOT NULL,,,,N,N,,Y,,Chem_shift_anisotropy,ID,,,,Y,70,,,,,,5,?,n/a,Pointer to '_Chem_shift_anisotropy.ID',?,?,Y,Y,N,N,N,,,,_Chem_shift_anisotropy.ID,O,O,,,,,O,O,,,,,?,0,CS_anisotropy_software,Chem_shift_anisotropy_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Chem_shift_anisotropy.ID',,N,,Y,,,,,,,,?,?,?
28790,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.ID,,Chemical shift anisotropy ID,C,,,N,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,Y,N,,Y,,,,,,,Y,10,,,,,,6,?,ID,Unique identifier for the observed chemical shift anisotropy.,?,?,Y,Y,N,N,N,,,,,V,I,,,,R,V,V,,,,,?,0,CS_anisotropy,ID,Y,chemical shift anisotropy values,N,,N,N,int,,,,,Unique identifier for the observed chemical shift anisotropy.,,N,,?,,,,,,,,?,?,?
28800,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Assembly_atom_ID,,,,,,N,H,,M,,,N,,,,,,Assembly atom ID,INTEGER,,,,,N,N,,,,Atom,Assembly_atom_ID,,,,Y,20,,,,,,0,?,Entry atom ID,Pointer to '_Atom.Assembly_atom_ID',?,?,Y,Y,N,N,N,,,,_Atom.Assembly_atom_ID,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Assembly_atom_ID,?,?,N,,N,N,int,,,,,Pointer to '_Atom.Assembly_atom_ID',,N,,?,,,,,,,,?,?,?
28810,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Entity_assembly_ID,,,,,,N,H,,M,,,N,,,,,,Entity assembly ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_assembly,ID,,,,Y,30,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,,,,_Entity_assembly.ID,V,I,,,,,V,V,,,,,?,0,CS_anisotropy,Entity_assembly_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_assembly.ID',,N,,?,,,,,,,,?,?,?
28820,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Entity_ID,,,,,,N,H,,M,,,N,,,,,,Entity ID,INTEGER,NOT NULL,,,,N,N,,,,Entity,ID,,,,Y,40,,,,,,0,?,Entity ID,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,,,,_Entity.ID,V,I,,,,,V,V,,,,,?,0,CS_anisotropy,Entity_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity.ID',,N,,?,,,,,,,,?,?,?
28830,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Comp_index_ID,,,,,,N,H,,M,,,N,,,,,,Comp index ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_comp_index,ID,,,,Y,50,,,,,,0,?,Chem comp index ID,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,,,,_Entity_comp_index.ID,V,I,,,,,V,V,,,,,?,0,CS_anisotropy,Comp_index_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_comp_index.ID',,N,,?,,,,,,,,?,?,?
28840,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Seq_ID,,,,,,N,H,,M,,,N,,,,,,Seq ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_poly_seq,Num,,,,Y,60,,,,,,0,?,Chem comp seq num,Pointer to '_PDBX_poly_seq_scheme.Seq_ID',?,?,Y,Y,N,N,N,,,,_PDBX_poly_seq_scheme.Seq_ID,O,I,,,,,V,V,,,,,?,0,CS_anisotropy,Seq_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_poly_seq.Num',,N,,?,,,,,,,,?,?,?
28850,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Comp_ID,,,,,,N,H,,M,,,N,,,,,,Comp ID,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp,ID,,,,Y,70,,,,,,0,?,Comp ID,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,,,,_Chem_comp.ID,V,I,,,,,V,V,,,,,?,0,CS_anisotropy,Comp_ID,?,?,N,,N,N,code,,,,,Pointer to '_Chem_comp.ID',,N,,?,,,,,,,,?,?,?
28860,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Atom_ID,,,,,,N,H,,M,,,N,,,,,,Atom ID,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,80,,,,,,0,?,Atom ID,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,,,,_Chem_comp_atom.Atom_ID,V,I,,,,,V,V,,,,,?,0,CS_anisotropy,Atom_ID,?,?,N,,N,N,atcode,,,,,Pointer to '_Chem_comp_atom.Atom_ID',,N,,?,,,,,,,,?,?,?
28870,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Atom_type,,,,,,N,H,,M,,,N,,,,,,Atom type,VARCHAR(15),NOT NULL,,,,N,N,,,,,,,,,Y,90,,,,,,0,?,Atom type,The value for this tag is a standard IUPAC abbreviation for an element (i.e.$ H$ C$ P$ etc).,?,?,Y,Y,N,N,N,,,,,V,I,,,,,V,V,,,,,?,0,CS_anisotropy,Atom_type,?,?,N,,N,N,code,,,,,The value for this tag is a standard IUPAC abbreviation for an element (i.e.$ H$ C$ P$ etc).,,N,,?,,,,,,,,?,?,?
28880,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Atom_isotope_number,,,,,,N,H,,M,,,N,,,,,,Atom isotope number,INTEGER,,,,,N,N,,,,,,,,,Y,100,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Atom_isotope_number,?,?,N,,N,N,int,,,,,The mass number for the chemical element defined by the tag '_Atom_type' or any of its related tags.,,N,,?,,,,,,,,?,?,?
28890,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Val,,Chemical shift anisotropy value,C,,,N,H,,M,,,N,,,,,,Val,FLOAT,NOT NULL,,,,N,N,,,,,,,,,Y,110,,,,,,0,?,Val,Chemical shift anisotropy value,?,?,Y,Y,N,N,N,,,,,V,I,,,,,V,V,,,,,?,0,CS_anisotropy,Val,?,?,N,,N,N,float,,,,,Chemical shift anisotropy value,,N,,?,,,,,,,,?,?,?
28900,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Val_err,,Value error,C,,,N,H,,M,,,N,,,,,,Val err,FLOAT,,,,,N,N,,,,,,,,,Y,120,,,,,,0,?,Val err,Estimated error in the chemical shift anisotropy value,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Val_err,?,?,N,,N,N,float,,,,,Estimated error in the chemical shift anisotropy value,,N,,?,,,,,,,,?,?,?
28910,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Principal_value_sigma_11_val,,,,,,N,H,,M,,,N,,,,,,Principal value sigma 11 val,FLOAT,,,,,N,N,,,,,,,,,Y,130,,,,,,0,,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Principal_value_sigma_11_val,?,?,N,,N,N,float,,,,,Value for the first diagonal element for the principal matrix.,,N,,?,,,,,,,,?,?,?
28920,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Principal_value_sigma_22_val,,,,,,N,H,,M,,,N,,,,,,Principal value sigma 22 val,FLOAT,,,,,N,N,,,,,,,,,Y,140,,,,,,0,,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Principal_value_sigma_22_val,?,?,N,,N,N,float,,,,,Value for the second diagonal element for the principal matrix.,,N,,?,,,,,,,,?,?,?
28930,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Principal_value_sigma_33_val,,,,,,N,H,,M,,,N,,,,,,Principal value sigma 33 val,FLOAT,,,,,N,N,,,,,,,,,Y,150,,,,,,0,,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Principal_value_sigma_33_val,?,?,N,,N,N,float,,,,,Value for the third diagonal element for the principal matrix.,,N,,?,,,,,,,,?,?,?
28940,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Principal_Euler_angle_alpha_val,,,,,,N,H,,M,,,N,,,,,,Principal Euler angle alpha val,FLOAT,,,,,N,N,,,,,,,,,Y,160,,,,,,0,,n/a,Value for alpha Euler angle.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Principal_Euler_angle_alpha_val,?,?,N,,N,N,float,,,,,Value for alpha Euler angle.,,N,,?,,,,,,,,?,?,?
28950,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Principal_Euler_angle_beta_val,,,,,,N,H,,M,,,N,,,,,,Principal Euler angle beta val,FLOAT,,,,,N,N,,,,,,,,,Y,170,,,,,,0,,n/a,Value for the beta Euler angle.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Principal_Euler_angle_beta_val,?,?,N,,N,N,float,,,,,Value for the beta Euler angle.,,N,,?,,,,,,,,?,?,?
28960,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Principal_Euler_angle_gamma_val,,,,,,N,H,,M,,,N,,,,,,Principal Euler angle gamma val,FLOAT,,,,,N,N,,,,,,,,,Y,180,,,,,,0,,n/a,Value for the gamma Euler angle.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Principal_Euler_angle_gamma_val,?,?,N,,N,N,float,,,,,Value for the gamma Euler angle.,,N,,?,,,,,,,,?,?,?
28970,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Bond_length,,,,,,N,H,,M,,,N,,,,,,Bond length,FLOAT,,,,,N,N,,,,,,,,,Y,190,,,,,,0,,n/a,Bond length,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Bond_length,?,?,N,,N,N,float,,,,,Value for the bond length,,N,,?,,,,,,,,?,?,?
28980,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Resonance_ID,,,,,,N,H,,M,,,N,,,,,,Resonance ID,INTEGER,,,,,N,N,,,,Resonance,ID,,,,Y,200,,,,,,0,,n/a,Pointer to '_Resonance.ID',?,?,Y,Y,N,N,N,,,,_Resonance.ID,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Resonance_ID,?,?,N,,N,N,int,,,,,Pointer to '_Resonance.ID',,N,,?,,,,,,,,?,?,?
28990,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Auth_entity_assembly_ID,,,,,,N,H,,M,,,N,,,,,,Auth entity assembly ID,VARCHAR(15),,,,,N,N,,,,,,,,,Y,210,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Auth_entity_assembly_ID,?,?,N,,N,N,code,,,,,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to,,N,,?,,,,,,,,?,?,?
29000,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Auth_seq_ID,,,,,,N,H,,M,,,N,,,,,,Auth seq ID,VARCHAR(15),,,,,N,N,,,,,,,,,Y,220,,,,,,0,-3,n/a,An alternative identifier for Seq_id that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value fo,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Auth_seq_ID,?,?,N,,N,N,code,,,,,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value fo,,N,,?,,,,,,,,?,?,?
29010,chem_shift_anisotropy,N,T6,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Auth_comp_ID,,,,,,N,H,,M,,,N,,,,,,Auth comp ID,VARCHAR(15),,,,,N,N,,,,,,,,,Y,230,,,,,,0,DPN,n/a,An alternative identifier for Comp_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,CS_anisotropy,Auth_comp_ID,?,?,N,,N,N,code,,,,,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
